Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status,ELIGIBILITY CRITERIA
Person_277,4.54217E+11,ABCDE8099F,0,18659,Yes,0,157032,Employed,72,,235661,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_751,9.28545E+11,ABCDE4707F,4,56046,Yes,0,227120,Employed,43,Own,195788,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_508,8.57465E+11,ABCDE5862F,0,37069,No,1,180269,Self-Employed,66,Rent,366655,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_568,9.6229E+11,ABCDE8649F,5,73257,No,2,213324,Employed,70,Rent,169688,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_669,1.35047E+11,ABCDE2848F,1,86243,No,1,239876,Employed,48,Rent,148819,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_831,1.13293E+11,ABCDE8860F,0,43085,Yes,0,174830,Unemployed,35,,349893,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_504,5.02618E+11,ABCDE2217F,3,45428,No,0,271985,Employed,39,Own,133392,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_223,8.14623E+11,ABCDE1654F,3,9518,No,2,206756,Unemployed,31,,138470,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_620,7.63163E+11,ABCDE6189F,3,70006,No,0,131768,Employed,63,Rent,34402,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_34,5.15596E+11,ABCDE7734F,4,38126,No,1,254408,Employed,60,Rent,107090,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_720,6.45953E+11,ABCDE8218F,2,52171,No,0,227185,Unemployed,49,Rent,177439,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_109,9.82621E+11,ABCDE9099F,1,93846,Yes,0,200081,Employed,25,Own,368511,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_82,9.54197E+11,ABCDE5920F,4,43872,Yes,2,288692,Self-Employed,72,,152191,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_398,3.09798E+11,ABCDE6179F,0,79717,Yes,0,160142,Employed,55,Rent,369901,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_792,1.28408E+11,ABCDE9825F,0,8979,Yes,1,235022,Employed,28,Rent,361794,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_764,7.62744E+11,ABCDE4267F,2,19921,Yes,1,171285,Employed,28,Rent,176792,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_90,7.75763E+11,ABCDE2610F,0,43367,No,2,187016,Unemployed,25,,236458,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_275,1.51136E+11,ABCDE2410F,5,22598,No,1,233001,Self-Employed,75,Own,388966,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_870,5.64999E+11,ABCDE1365F,3,19880,No,0,235804,Self-Employed,23,Own,208453,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_603,6.47423E+11,ABCDE5726F,2,60995,Yes,0,140769,Employed,25,Rent,103286,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_112,8.82172E+11,ABCDE4427F,4,54938,Yes,2,224579,Employed,59,,321812,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_731,7.22455E+11,ABCDE3821F,3,99475,No,2,135848,Employed,60,,111658,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_841,2.81726E+11,ABCDE7761F,3,83304,Yes,2,42594,Unemployed,28,,32083,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_897,1.7321E+11,ABCDE3167F,5,32061,Yes,1,143479,Unemployed,52,Own,42957,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_181,8.63222E+11,ABCDE8271F,1,56960,Yes,2,263969,Employed,24,Own,276000,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_826,8.52453E+11,ABCDE8788F,1,33043,Yes,0,90553,Employed,71,Rent,46892,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_909,5.26085E+11,ABCDE9840F,4,51810,No,2,225176,Employed,27,Own,395812,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_14,1.13574E+11,ABCDE2391F,1,19325,Yes,1,229945,Unemployed,74,Own,319086,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_191,6.09622E+11,ABCDE3445F,2,58195,Yes,1,93171,Unemployed,40,Own,71396,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_790,1.04605E+11,ABCDE5542F,4,47900,No,2,71106,Unemployed,72,Rent,55585,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_678,8.61694E+11,ABCDE7320F,4,96063,No,2,275256,Self-Employed,58,Own,287709,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_836,3.73608E+11,ABCDE5318F,0,53284,Yes,1,214246,Self-Employed,67,Rent,344633,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_980,4.00564E+11,ABCDE4831F,5,9682,No,0,61588,Employed,34,Own,102439,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_84,5.58161E+11,ABCDE7682F,0,28989,No,2,108711,Self-Employed,29,,78210,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_530,1.63813E+11,ABCDE8157F,0,88389,No,0,116145,Employed,29,Own,68340,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_784,3.59179E+11,ABCDE1913F,0,97436,No,1,83887,Employed,32,Rent,89418,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_268,6.37745E+11,ABCDE7092F,3,52814,No,0,34083,Employed,20,,76326,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_74,3.76471E+11,ABCDE5420F,5,37795,No,1,61725,Employed,26,,40751,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_318,2.1074E+11,ABCDE5356F,2,5586,No,0,268135,Employed,36,Own,168774,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_557,7.22728E+11,ABCDE6010F,0,46408,Yes,0,257292,Unemployed,18,Own,121171,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_463,1.02923E+11,ABCDE6481F,4,40414,Yes,1,275712,Unemployed,37,Own,365246,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_20,8.55E+11,ABCDE2322F,2,32780,No,1,164859,Employed,68,Own,171728,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_773,5.55606E+11,ABCDE3426F,0,90208,No,1,240442,Employed,32,,266609,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_778,1.78167E+11,ABCDE3815F,2,5832,Yes,1,206471,Employed,68,Rent,299247,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_509,2.16992E+11,ABCDE6376F,0,63176,Yes,2,65156,Unemployed,27,Rent,56438,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_136,9.81243E+11,ABCDE8760F,5,39367,Yes,0,244031,Unemployed,68,Own,193823,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_132,5.03055E+11,ABCDE1464F,5,84705,Yes,1,239478,Self-Employed,52,,124411,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_236,4.09178E+11,ABCDE4282F,3,81985,Yes,0,147543,Employed,72,Rent,66401,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_722,5.91743E+11,ABCDE7256F,5,98968,No,2,249260,Employed,67,,208401,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_611,1.9115E+11,ABCDE7602F,0,87720,Yes,1,84693,Unemployed,32,Rent,99894,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_475,7.56466E+11,ABCDE7999F,4,57199,Yes,0,262987,Employed,67,Rent,151977,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
Person_836,3.83717E+11,ABCDE1582F,2,59003,Yes,0,268842,Employed,26,,362106,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_743,4.84879E+11,ABCDE9198F,2,71422,Yes,0,48677,Employed,41,Rent,89795,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_886,4.61756E+11,ABCDE5486F,4,12184,No,2,164051,Employed,69,Rent,108086,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_886,6.46015E+11,ABCDE8693F,3,95431,No,1,64173,Self-Employed,25,,144120,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_908,4.78777E+11,ABCDE2540F,5,11352,Yes,0,273370,Employed,58,,337401,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_936,4.59386E+11,ABCDE7663F,4,14474,No,0,237828,Unemployed,71,Own,230241,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_789,2.67789E+11,ABCDE6595F,0,44471,Yes,0,76949,Self-Employed,36,Rent,142451,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_705,2.8489E+11,ABCDE2557F,3,75195,No,2,137347,Unemployed,24,Own,112958,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_398,6.26012E+11,ABCDE7962F,3,63960,No,0,278019,Self-Employed,32,Own,380356,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_877,5.77196E+11,ABCDE6944F,1,8455,Yes,1,156765,Unemployed,50,Rent,227524,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_597,4.22739E+11,ABCDE9541F,2,64834,Yes,0,127382,Employed,75,,67328,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_646,5.80974E+11,ABCDE4412F,1,21923,No,2,275998,Employed,52,Own,310535,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_638,2.86856E+11,ABCDE1111F,3,38520,No,2,156541,Employed,60,Own,304141,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_866,8.78124E+11,ABCDE6161F,3,85257,No,0,103826,Employed,47,Own,73609,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_629,8.02624E+11,ABCDE3031F,5,78753,No,2,234362,Employed,52,Own,108481,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_888,1.40185E+11,ABCDE7863F,0,11075,No,2,274509,Self-Employed,34,,180801,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_557,5.91779E+11,ABCDE6430F,1,74957,No,2,192478,Unemployed,59,Own,162232,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_508,9.68197E+11,ABCDE2124F,4,36741,Yes,2,224490,Employed,37,,346886,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_464,9.8693E+11,ABCDE3279F,2,30328,Yes,0,64974,Employed,52,,133015,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_631,4.8696E+11,ABCDE1346F,3,62140,Yes,2,184970,Employed,23,,263121,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_165,2.72941E+11,ABCDE2625F,1,97405,Yes,2,240872,Employed,22,Own,272397,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
Person_346,8.39173E+11,ABCDE2102F,0,9992,No,0,71646,Self-Employed,64,Own,25421,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_603,1.98624E+11,ABCDE7453F,0,54527,No,2,291974,Employed,35,Rent,354784,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_570,7.46311E+11,ABCDE5266F,4,15603,No,1,298566,Employed,75,,380676,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_104,7.1841E+11,ABCDE4882F,4,27989,No,1,47874,Self-Employed,24,,127951,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_622,7.81478E+11,ABCDE3425F,3,79201,No,0,191665,Employed,37,Rent,305081,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_367,3.92591E+11,ABCDE1659F,3,89508,No,0,52909,Employed,47,Own,120111,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_463,3.43076E+11,ABCDE8705F,0,82751,Yes,0,38834,Self-Employed,51,Rent,50379,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_496,1.55756E+11,ABCDE9474F,2,10895,No,0,101167,Employed,49,Rent,102991,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_420,4.22245E+11,ABCDE2404F,4,73521,Yes,2,137152,Employed,52,Rent,125317,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_267,3.23248E+11,ABCDE6798F,3,31884,Yes,0,202638,Employed,42,Own,214513,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_288,4.4054E+11,ABCDE8515F,3,70155,Yes,0,109416,Employed,72,,116215,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_717,5.12125E+11,ABCDE7559F,2,42085,Yes,2,30406,Employed,37,,124786,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_937,4.94841E+11,ABCDE2283F,1,11211,No,1,293543,Employed,63,Own,241564,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_92,1.23249E+11,ABCDE5634F,1,65903,Yes,2,284887,Employed,51,Own,148893,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_506,6.03907E+11,ABCDE6158F,0,76369,Yes,0,226340,Employed,41,Own,274788,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_877,1.28264E+11,ABCDE9391F,4,39559,Yes,2,263478,Employed,18,Own,330597,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_836,4.75411E+11,ABCDE5783F,1,92384,Yes,1,118710,Unemployed,38,,58876,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_272,3.68138E+11,ABCDE5617F,0,27509,No,1,256402,Unemployed,54,Rent,371633,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_879,8.9755E+11,ABCDE3023F,1,61303,No,2,146091,Employed,31,Own,33280,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_984,5.64083E+11,ABCDE6549F,1,83986,No,1,234063,Employed,25,Rent,113501,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_790,3.76054E+11,ABCDE3041F,5,10544,No,1,100941,Employed,67,Own,70129,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_722,2.66882E+11,ABCDE4422F,1,99397,No,1,263129,Employed,56,Own,150373,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_538,4.99135E+11,ABCDE8872F,4,88643,No,0,249039,Employed,49,Own,138085,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_908,4.093E+11,ABCDE1592F,2,18130,No,1,235511,Employed,50,Own,179325,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_283,7.51282E+11,ABCDE6194F,4,54416,Yes,0,194955,Employed,41,,285640,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_366,6.8851E+11,ABCDE1601F,5,42270,Yes,2,113523,Unemployed,37,,116271,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_696,3.11277E+11,ABCDE5441F,2,53457,Yes,1,263092,Employed,55,,212953,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_522,5.13785E+11,ABCDE9172F,3,12543,Yes,1,233510,Employed,74,Own,311286,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_968,4.33467E+11,ABCDE2730F,3,74453,No,0,195664,Employed,25,,310971,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_889,9.8595E+11,ABCDE4173F,3,69917,No,2,59302,Unemployed,61,Rent,20968,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_487,7.34992E+11,ABCDE4943F,5,37272,No,2,233185,Unemployed,61,Own,312664,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_900,6.23871E+11,ABCDE3437F,0,60884,Yes,0,249169,Unemployed,75,Rent,247014,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_296,8.13705E+11,ABCDE5896F,1,90177,No,1,147458,Employed,46,Rent,47581,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_278,2.2578E+11,ABCDE5059F,5,5678,No,0,54206,Self-Employed,62,Rent,68955,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_441,9.52044E+11,ABCDE2236F,2,23458,No,0,122190,Unemployed,62,,21078,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_581,2.91019E+11,ABCDE4568F,3,7232,No,1,251565,Unemployed,27,,201440,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_967,2.75607E+11,ABCDE4340F,3,68193,Yes,0,246593,Employed,42,Own,127680,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_981,1.52625E+11,ABCDE8092F,2,85836,No,1,202489,Employed,37,,319251,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_29,6.937E+11,ABCDE7219F,2,11882,Yes,2,198369,Self-Employed,48,Rent,395580,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_273,7.32632E+11,ABCDE7111F,3,81286,No,0,204189,Employed,38,Own,397333,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_671,1.45636E+11,ABCDE7765F,5,71521,No,1,219365,Employed,51,Own,167608,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_362,7.80404E+11,ABCDE1635F,0,66235,Yes,0,201861,Employed,45,Rent,107877,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_717,5.88237E+11,ABCDE9622F,0,98922,Yes,0,45362,Unemployed,39,,141309,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_283,9.6688E+11,ABCDE5769F,4,98085,Yes,1,222613,Self-Employed,53,,111510,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
Person_976,4.58862E+11,ABCDE6591F,1,26345,Yes,2,177901,Employed,47,Own,308298,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_418,2.19566E+11,ABCDE7825F,4,69145,No,1,288292,Employed,26,Own,329625,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_428,9.52305E+11,ABCDE8968F,2,47823,No,2,146755,Employed,21,Rent,61601,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_118,7.56171E+11,ABCDE3607F,2,57534,Yes,2,226475,Employed,47,Own,231355,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_316,3.44451E+11,ABCDE8830F,2,58231,No,2,264769,Employed,49,Rent,189743,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_490,7.05827E+11,ABCDE1777F,1,23232,Yes,2,142308,Employed,53,Own,138696,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_12,9.52034E+11,ABCDE6588F,0,90341,No,1,80626,Employed,42,Own,106753,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_807,1.66904E+11,ABCDE9607F,0,55170,Yes,1,89103,Unemployed,53,Rent,111775,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_921,1.36952E+11,ABCDE6669F,0,15488,No,0,29870,Self-Employed,34,,118405,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_897,6.93269E+11,ABCDE6425F,5,89055,No,0,154532,Employed,29,,387049,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_95,5.97637E+11,ABCDE4423F,2,10450,Yes,0,280011,Unemployed,29,,220214,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_984,8.17093E+11,ABCDE7414F,0,14229,No,0,218235,Self-Employed,45,Rent,166750,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_252,1.70298E+11,ABCDE5816F,0,85808,Yes,0,212475,Employed,45,Own,159171,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_934,9.74681E+11,ABCDE6138F,4,90467,Yes,1,106224,Employed,32,Own,45332,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_276,9.97755E+11,ABCDE8908F,5,71661,Yes,1,93993,Self-Employed,74,,132527,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_97,6.92203E+11,ABCDE6401F,3,39780,No,0,167159,Employed,47,Rent,228980,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_615,5.60001E+11,ABCDE9641F,2,78420,No,1,94783,Employed,56,Rent,31890,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_435,6.7099E+11,ABCDE7065F,5,6108,No,1,275415,Employed,71,Own,301354,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_238,3.50962E+11,ABCDE1107F,1,36041,Yes,1,154175,Self-Employed,74,Rent,384892,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_695,4.22129E+11,ABCDE5130F,1,91562,No,0,205732,Employed,21,Rent,228053,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_235,2.72687E+11,ABCDE4457F,1,25807,Yes,1,218624,Employed,24,Own,354164,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_256,8.12277E+11,ABCDE4218F,4,6851,No,2,130694,Employed,46,,77885,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_405,8.5409E+11,ABCDE9512F,2,59158,No,0,69706,Employed,53,,66222,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_392,4.11403E+11,ABCDE2839F,5,53017,Yes,1,31029,Unemployed,53,Rent,84292,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_836,1.71608E+11,ABCDE9298F,4,5691,No,0,214638,Self-Employed,18,Own,193187,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
Person_536,3.99088E+11,ABCDE4609F,2,35869,Yes,1,107500,Employed,44,,105761,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_970,8.36397E+11,ABCDE1009F,5,67938,Yes,2,260474,Employed,21,,190987,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_761,4.57615E+11,ABCDE2455F,0,12141,No,0,279313,Employed,54,Own,113905,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_699,5.5221E+11,ABCDE1582F,1,31328,Yes,1,98833,Unemployed,41,,136443,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_257,3.1106E+11,ABCDE3367F,2,64773,No,0,262252,Employed,70,Own,366701,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
Person_194,4.11526E+11,ABCDE6245F,1,36820,Yes,1,180789,Self-Employed,53,,394246,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_294,1.54027E+11,ABCDE8423F,3,71715,No,0,110562,Employed,36,,46011,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_733,3.16137E+11,ABCDE1200F,2,69078,No,2,55463,Self-Employed,65,Rent,30496,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_793,3.82949E+11,ABCDE1344F,4,80796,Yes,0,90416,Employed,22,Rent,101378,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_563,1.78057E+11,ABCDE1605F,3,26622,Yes,2,72326,Employed,59,,104443,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
