Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status,ELIGIBILITY CRITERIA
Person_369,9.82696E+11,ABCDE7047F,4,74417,No,2,208685,Employed,19,,174379,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_189,9.74709E+11,ABCDE4830F,2,27587,No,1,101828,Unemployed,60,Rent,146643,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_584,5.60618E+11,ABCDE6184F,1,5326,No,0,85600,Employed,29,Own,27959,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_495,9.21282E+11,ABCDE8235F,3,82100,Yes,1,84748,Employed,43,Rent,100067,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_908,1.3967E+11,ABCDE4769F,4,14915,Yes,2,291568,Unemployed,46,Rent,273644,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_976,4.77241E+11,ABCDE5802F,5,36808,No,0,284115,Employed,68,Rent,130386,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_771,8.96612E+11,ABCDE7134F,1,83570,Yes,0,222228,Unemployed,21,,344885,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_386,1.48052E+11,ABCDE1294F,0,27844,Yes,2,197170,Employed,58,Own,268208,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_575,2.33116E+11,ABCDE3783F,1,10305,Yes,1,259643,Employed,41,Own,356972,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_458,8.23863E+11,ABCDE7159F,1,23630,No,1,97013,Employed,62,,128350,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_668,7.30686E+11,ABCDE8391F,5,75696,No,0,163631,Employed,66,,310919,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_964,6.14677E+11,ABCDE4266F,1,31450,No,0,72430,Employed,54,Own,106407,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_112,9.73472E+11,ABCDE5004F,1,76406,Yes,2,210162,Employed,29,Own,196921,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_82,3.441E+11,ABCDE8698F,0,79450,Yes,1,26883,Unemployed,31,Own,39576,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_940,6.96684E+11,ABCDE8608F,2,6131,Yes,0,139423,Employed,40,,111616,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_159,6.16297E+11,ABCDE1935F,5,97394,Yes,2,193226,Unemployed,26,Rent,380839,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_987,6.46895E+11,ABCDE6758F,0,28732,No,1,51185,Self-Employed,33,Own,31998,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_313,9.93639E+11,ABCDE6321F,4,30371,No,1,47682,Employed,33,Rent,88310,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_410,8.36286E+11,ABCDE1509F,4,81115,No,0,258364,Employed,56,,326960,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_925,7.19167E+11,ABCDE6888F,0,84095,No,0,288652,Employed,29,Rent,136453,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_232,3.20269E+11,ABCDE6600F,4,96089,No,1,51957,Unemployed,27,,85597,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_103,8.74045E+11,ABCDE4239F,0,33806,Yes,2,117701,Self-Employed,34,Rent,148408,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_756,3.83673E+11,ABCDE5982F,4,54937,Yes,1,119359,Employed,48,,124136,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_634,5.79261E+11,ABCDE1598F,3,6834,Yes,1,64003,Employed,35,,80022,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_448,2.34155E+11,ABCDE4163F,2,15393,Yes,0,77298,Unemployed,48,Own,74650,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_641,1.81789E+11,ABCDE7757F,4,5133,Yes,1,155261,Employed,74,Rent,101938,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_711,7.42349E+11,ABCDE1620F,2,69580,No,1,283497,Self-Employed,43,Rent,157483,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_190,4.39444E+11,ABCDE7415F,5,94603,Yes,2,91963,Unemployed,33,,58214,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_969,9.87654E+11,ABCDE2517F,4,6796,Yes,2,237682,Self-Employed,45,Own,295071,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_472,8.65162E+11,ABCDE5996F,5,44195,Yes,1,60191,Unemployed,42,,94924,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_508,7.13125E+11,ABCDE6234F,1,18856,Yes,2,112621,Employed,73,Own,114864,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_594,8.6159E+11,ABCDE5681F,3,13018,No,2,148205,Employed,46,Rent,127165,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_954,9.56671E+11,ABCDE4829F,4,20794,No,2,136230,Unemployed,44,,102182,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_276,2.82406E+11,ABCDE7584F,0,96091,No,0,45172,Self-Employed,42,Rent,92915,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_712,8.37872E+11,ABCDE2902F,3,76804,No,0,158769,Self-Employed,67,Rent,178550,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_703,5.23087E+11,ABCDE9947F,3,69173,Yes,1,102260,Employed,55,Own,54588,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_616,6.88935E+11,ABCDE8852F,4,8125,Yes,1,151258,Unemployed,39,,216924,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_285,4.15498E+11,ABCDE7470F,0,61009,No,0,248845,Employed,57,,115322,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_102,8.17602E+11,ABCDE8575F,5,9058,No,1,199003,Employed,49,Own,190682,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_371,8.23793E+11,ABCDE4378F,4,85843,Yes,2,175440,Employed,55,,336087,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_357,1.23478E+11,ABCDE8105F,5,6998,Yes,2,92665,Employed,38,,117003,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_846,3.94772E+11,ABCDE9488F,0,85641,No,2,166183,Employed,42,Rent,263470,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_10,1.64331E+11,ABCDE9807F,2,68187,No,1,218304,Employed,22,Own,224359,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_214,6.45331E+11,ABCDE2587F,1,11429,No,2,249689,Unemployed,56,Own,205863,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_691,3.12756E+11,ABCDE3465F,5,68797,No,0,259996,Employed,61,Own,328335,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_980,2.32231E+11,ABCDE5619F,4,95187,Yes,0,29693,Employed,33,,123673,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_505,3.99872E+11,ABCDE8352F,3,47784,No,0,230169,Employed,24,Rent,274400,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_547,7.14727E+11,ABCDE5589F,5,27821,No,1,121845,Employed,26,Rent,133066,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_416,9.16737E+11,ABCDE8146F,2,35345,Yes,2,213439,Employed,56,,344295,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_345,1.49595E+11,ABCDE1628F,5,72027,No,2,59103,Self-Employed,33,,99702,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_741,2.3256E+11,ABCDE9000F,0,72037,No,0,108640,Employed,39,Rent,124080,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_312,2.81201E+11,ABCDE1364F,5,10497,Yes,0,146126,Employed,53,Own,129125,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_718,6.52219E+11,ABCDE5704F,0,39473,No,1,187522,Self-Employed,21,Own,354994,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_157,2.7367E+11,ABCDE9732F,2,85277,Yes,2,265098,Employed,18,Own,240843,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_596,5.47808E+11,ABCDE3089F,3,77570,Yes,2,132969,Unemployed,62,Rent,70963,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_148,8.0176E+11,ABCDE5785F,4,35237,Yes,2,187137,Employed,47,Own,229578,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_420,9.94277E+11,ABCDE1744F,1,48464,No,2,58526,Employed,70,Rent,101296,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_290,3.94321E+11,ABCDE5659F,2,67332,Yes,2,32618,Employed,39,Own,65070,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_350,1.47634E+11,ABCDE7277F,1,59587,No,2,219454,Self-Employed,31,Own,122117,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_334,2.32572E+11,ABCDE1981F,3,98407,Yes,1,231647,Employed,62,Own,188245,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_452,8.44592E+11,ABCDE7096F,3,75803,Yes,1,278370,Employed,58,,232698,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_525,9.20009E+11,ABCDE5727F,2,42931,Yes,1,290321,Self-Employed,70,,325231,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_55,1.49434E+11,ABCDE6545F,0,58986,No,2,59550,Employed,54,Own,131713,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_468,6.77073E+11,ABCDE6257F,4,39149,Yes,0,259336,Unemployed,62,,232730,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_945,5.63336E+11,ABCDE7854F,0,59418,No,1,95204,Unemployed,39,,25141,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_883,9.76431E+11,ABCDE4931F,3,20899,No,1,105240,Unemployed,58,Rent,56263,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_581,4.27126E+11,ABCDE5005F,4,14067,No,0,194854,Employed,44,,106612,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_495,1.46393E+11,ABCDE3727F,3,5265,No,1,147777,Self-Employed,53,,141564,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_707,5.60151E+11,ABCDE1028F,4,50820,No,0,267627,Employed,61,Rent,147636,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_220,9.31451E+11,ABCDE8492F,4,30206,Yes,1,262551,Self-Employed,54,,315981,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_172,3.71716E+11,ABCDE9477F,0,93270,Yes,0,285926,Self-Employed,33,Own,322865,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_595,2.60349E+11,ABCDE3897F,0,22057,Yes,0,223679,Employed,42,Own,349104,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_344,3.12126E+11,ABCDE6335F,5,98472,No,1,129523,Employed,74,Own,141771,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_424,8.8252E+11,ABCDE5722F,0,53783,Yes,0,261243,Unemployed,50,Own,325910,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_184,1.18458E+11,ABCDE5912F,4,68710,Yes,1,174082,Unemployed,74,Own,342565,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_561,1.73287E+11,ABCDE3544F,3,64898,Yes,2,293222,Employed,39,Rent,196401,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_499,1.36096E+11,ABCDE5267F,0,72816,Yes,1,64866,Employed,35,Rent,113253,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_295,6.56739E+11,ABCDE9605F,5,70792,No,2,215642,Employed,69,Own,173992,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_810,1.77079E+11,ABCDE6283F,3,9472,Yes,2,228630,Employed,64,Rent,327287,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_992,4.26911E+11,ABCDE7131F,1,94422,No,2,68386,Employed,64,Rent,100471,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_736,5.69293E+11,ABCDE6766F,3,57342,No,2,83944,Employed,26,Rent,123787,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_193,3.25185E+11,ABCDE8687F,0,90661,No,2,111797,Employed,40,Rent,95557,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_789,2.99196E+11,ABCDE4117F,2,33058,No,0,207056,Employed,27,,149966,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_281,2.42764E+11,ABCDE9142F,5,23561,Yes,0,56799,Employed,19,Own,124305,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_938,3.04276E+11,ABCDE4019F,2,56665,No,0,33450,Unemployed,19,Rent,44469,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_395,7.67425E+11,ABCDE1155F,5,65787,Yes,1,262060,Self-Employed,75,Own,142054,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_252,3.60383E+11,ABCDE2276F,5,89005,Yes,0,130151,Unemployed,19,Rent,93846,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_112,9.59589E+11,ABCDE6297F,2,44762,Yes,1,44792,Employed,21,Rent,92061,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_326,9.88707E+11,ABCDE9624F,2,46891,Yes,2,261256,Self-Employed,60,,166078,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_868,7.51414E+11,ABCDE8267F,3,7710,Yes,1,215225,Unemployed,28,Rent,173970,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_295,3.61581E+11,ABCDE5425F,5,80093,Yes,1,164438,Unemployed,53,Rent,198850,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_482,2.96283E+11,ABCDE1152F,1,50636,Yes,1,167148,Self-Employed,62,Rent,235994,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_436,7.54423E+11,ABCDE1784F,2,82742,No,1,109422,Unemployed,62,Own,93858,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_254,5.34742E+11,ABCDE7037F,3,20070,No,2,103260,Unemployed,29,Rent,60195,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_763,7.82404E+11,ABCDE9952F,5,57815,Yes,0,34818,Employed,42,Rent,124795,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_700,7.73161E+11,ABCDE3367F,3,6100,No,1,249193,Employed,75,Own,237858,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_372,2.98216E+11,ABCDE4472F,3,48601,Yes,2,240086,Unemployed,29,,275325,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_384,3.58431E+11,ABCDE1871F,3,19535,No,2,61582,Employed,71,Own,129009,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_509,8.47698E+11,ABCDE8616F,4,77260,No,0,69946,Employed,62,,50170,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_221,6.99363E+11,ABCDE4242F,3,91331,No,2,186889,Self-Employed,34,,316960,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_785,9.42867E+11,ABCDE2165F,3,37584,Yes,1,280953,Employed,50,,150778,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_229,3.5635E+11,ABCDE8859F,5,49485,No,2,33736,Self-Employed,34,Rent,58569,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_662,5.00571E+11,ABCDE6593F,2,59807,No,2,112755,Employed,68,Own,118033,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_888,1.93084E+11,ABCDE4880F,4,45984,No,2,190290,Employed,72,Own,130244,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_658,6.71298E+11,ABCDE1772F,4,66894,No,0,34491,Employed,32,,43056,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_776,7.04553E+11,ABCDE2442F,5,46675,Yes,1,30460,Self-Employed,20,,98339,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_777,9.14562E+11,ABCDE7449F,4,51898,No,1,144735,Employed,56,Own,35659,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_922,7.32964E+11,ABCDE3536F,2,49034,Yes,2,256085,Self-Employed,23,Own,138506,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_494,2.96879E+11,ABCDE2285F,4,26376,No,1,211985,Self-Employed,49,Own,133733,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_858,5.7564E+11,ABCDE2399F,0,97069,No,2,151997,Self-Employed,43,Own,340468,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_452,6.85247E+11,ABCDE5560F,5,34353,No,0,140173,Employed,41,,124114,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_868,5.98611E+11,ABCDE7566F,4,43263,Yes,0,271081,Unemployed,33,,370190,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_47,9.18438E+11,ABCDE7080F,4,71442,Yes,2,26813,Unemployed,44,,115832,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_359,3.75141E+11,ABCDE4509F,3,14352,No,0,242490,Employed,45,Own,273751,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_230,3.90372E+11,ABCDE1817F,2,32914,No,0,298061,Employed,33,Own,379077,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_716,2.82788E+11,ABCDE8764F,5,55060,No,1,262613,Self-Employed,57,Rent,132576,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_646,9.54658E+11,ABCDE1534F,1,35054,No,0,124182,Employed,53,Rent,135920,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_968,2.37472E+11,ABCDE2760F,5,66473,No,2,130265,Unemployed,68,,59535,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_777,6.48841E+11,ABCDE4253F,2,53879,No,2,156356,Unemployed,50,Rent,372243,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_659,3.56971E+11,ABCDE9590F,2,83087,No,1,226239,Employed,48,Rent,213906,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_272,1.89736E+11,ABCDE6672F,0,78010,Yes,2,270514,Unemployed,34,Rent,109257,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_643,4.48838E+11,ABCDE1117F,0,32371,No,2,183874,Unemployed,47,Rent,184007,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_794,1.18759E+11,ABCDE2544F,5,97302,No,2,182813,Employed,32,Rent,354372,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_238,8.47404E+11,ABCDE7541F,0,41445,Yes,1,178160,Unemployed,72,,328643,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_348,8.4214E+11,ABCDE4140F,0,13914,No,0,56628,Unemployed,54,,110269,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_624,7.28142E+11,ABCDE8376F,0,49308,Yes,1,213929,Employed,25,Own,248200,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_113,2.8284E+11,ABCDE5234F,0,45646,Yes,2,269160,Employed,56,Rent,129977,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
Person_675,9.27482E+11,ABCDE1657F,4,43258,Yes,0,158524,Employed,74,,161657,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_695,2.21212E+11,ABCDE2150F,2,43494,No,1,34234,Employed,70,,92225,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_786,9.23491E+11,ABCDE4242F,1,41052,Yes,1,224471,Employed,30,Own,156533,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_20,1.88331E+11,ABCDE8593F,0,79025,No,2,146237,Unemployed,38,Own,91408,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_749,9.53121E+11,ABCDE3796F,1,92200,Yes,1,35797,Employed,37,Own,137563,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_641,3.41963E+11,ABCDE5251F,4,71834,Yes,0,267532,Employed,32,Own,261441,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_325,5.02544E+11,ABCDE9463F,1,75744,No,0,242097,Employed,67,,306003,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_669,4.35683E+11,ABCDE9439F,5,49541,Yes,0,218954,Employed,60,Rent,361013,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
Person_567,6.34072E+11,ABCDE8454F,5,28664,Yes,1,295794,Unemployed,42,Rent,228765,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_470,9.67344E+11,ABCDE5181F,3,93284,No,1,95456,Self-Employed,26,Rent,146729,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_708,1.84694E+11,ABCDE2383F,2,40224,No,0,246327,Employed,51,Own,373154,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_593,8.67876E+11,ABCDE9764F,3,17268,No,0,89758,Unemployed,57,Own,45483,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_83,5.05346E+11,ABCDE9018F,0,39625,No,2,37691,Self-Employed,19,Own,104022,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
