Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status
Person_987,646895011490,ABCDE6758F,0,28732,No,1,51185,Self-Employed,33,Own,31998,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_313,993639238619,ABCDE6321F,4,30371,No,1,47682,Employed,33,Rent,88310,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_410,836286361215,ABCDE1509F,4,81115,No,0,258364,Employed,56,None,326960,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_925,719166987986,ABCDE6888F,0,84095,No,0,288652,Employed,29,Rent,136453,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_232,320269470675,ABCDE6600F,4,96089,No,1,51957,Unemployed,27,None,85597,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_103,874045475900,ABCDE4239F,0,33806,Yes,2,117701,Self-Employed,34,Rent,148408,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_756,383672907100,ABCDE5982F,4,54937,Yes,1,119359,Employed,48,None,124136,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_634,579261299924,ABCDE1598F,3,6834,Yes,1,64003,Employed,35,None,80022,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_448,234154738246,ABCDE4163F,2,15393,Yes,0,77298,Unemployed,48,Own,74650,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_641,181789089963,ABCDE7757F,4,5133,Yes,1,155261,Employed,74,Rent,101938,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_711,742349458863,ABCDE1620F,2,69580,No,1,283497,Self-Employed,43,Rent,157483,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_190,439444039142,ABCDE7415F,5,94603,Yes,2,91963,Unemployed,33,None,58214,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_969,987654061464,ABCDE2517F,4,6796,Yes,2,237682,Self-Employed,45,Own,295071,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_472,865161690353,ABCDE5996F,5,44195,Yes,1,60191,Unemployed,42,None,94924,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_508,713124765288,ABCDE6234F,1,18856,Yes,2,112621,Employed,73,Own,114864,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_594,861590452411,ABCDE5681F,3,13018,No,2,148205,Employed,46,Rent,127165,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_954,956670544981,ABCDE4829F,4,20794,No,2,136230,Unemployed,44,None,102182,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_276,282406292105,ABCDE7584F,0,96091,No,0,45172,Self-Employed,42,Rent,92915,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_712,837871897993,ABCDE2902F,3,76804,No,0,158769,Self-Employed,67,Rent,178550,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_703,523086629390,ABCDE9947F,3,69173,Yes,1,102260,Employed,55,Own,54588,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_616,688934622175,ABCDE8852F,4,8125,Yes,1,151258,Unemployed,39,None,216924,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_285,415497683448,ABCDE7470F,0,61009,No,0,248845,Employed,57,None,115322,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_102,817602338311,ABCDE8575F,5,9058,No,1,199003,Employed,49,Own,190682,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_371,823792975564,ABCDE4378F,4,85843,Yes,2,175440,Employed,55,None,336087,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_357,123477643623,ABCDE8105F,5,6998,Yes,2,92665,Employed,38,None,117003,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_846,394771798736,ABCDE9488F,0,85641,No,2,166183,Employed,42,Rent,263470,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_10,164331425231,ABCDE9807F,2,68187,No,1,218304,Employed,22,Own,224359,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_214,645330871500,ABCDE2587F,1,11429,No,2,249689,Unemployed,56,Own,205863,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_691,312755824833,ABCDE3465F,5,68797,No,0,259996,Employed,61,Own,328335,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_980,232230763257,ABCDE5619F,4,95187,Yes,0,29693,Employed,33,None,123673,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_505,399872145447,ABCDE8352F,3,47784,No,0,230169,Employed,24,Rent,274400,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_547,714726630971,ABCDE5589F,5,27821,No,1,121845,Employed,26,Rent,133066,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_416,916737304602,ABCDE8146F,2,35345,Yes,2,213439,Employed,56,None,344295,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_345,149595054615,ABCDE1628F,5,72027,No,2,59103,Self-Employed,33,None,99702,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_741,232559740081,ABCDE9000F,0,72037,No,0,108640,Employed,39,Rent,124080,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_312,281200525278,ABCDE1364F,5,10497,Yes,0,146126,Employed,53,Own,129125,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_718,652218757962,ABCDE5704F,0,39473,No,1,187522,Self-Employed,21,Own,354994,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_157,273670105228,ABCDE9732F,2,85277,Yes,2,265098,Employed,18,Own,240843,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_596,547808469350,ABCDE3089F,3,77570,Yes,2,132969,Unemployed,62,Rent,70963,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_148,801760126556,ABCDE5785F,4,35237,Yes,2,187137,Employed,47,Own,229578,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_420,994276714558,ABCDE1744F,1,48464,No,2,58526,Employed,70,Rent,101296,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_290,394321223085,ABCDE5659F,2,67332,Yes,2,32618,Employed,39,Own,65070,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_350,147633961882,ABCDE7277F,1,59587,No,2,219454,Self-Employed,31,Own,122117,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_334,232571868563,ABCDE1981F,3,98407,Yes,1,231647,Employed,62,Own,188245,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_452,844591549284,ABCDE7096F,3,75803,Yes,1,278370,Employed,58,None,232698,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_525,920008537806,ABCDE5727F,2,42931,Yes,1,290321,Self-Employed,70,None,325231,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_55,149434433180,ABCDE6545F,0,58986,No,2,59550,Employed,54,Own,131713,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_468,677073066270,ABCDE6257F,4,39149,Yes,0,259336,Unemployed,62,None,232730,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_945,563335569888,ABCDE7854F,0,59418,No,1,95204,Unemployed,39,None,25141,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_883,976430523897,ABCDE4931F,3,20899,No,1,105240,Unemployed,58,Rent,56263,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_581,427125603406,ABCDE5005F,4,14067,No,0,194854,Employed,44,None,106612,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_495,146393261634,ABCDE3727F,3,5265,No,1,147777,Self-Employed,53,None,141564,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_707,560151119770,ABCDE1028F,4,50820,No,0,267627,Employed,61,Rent,147636,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_220,931451313706,ABCDE8492F,4,30206,Yes,1,262551,Self-Employed,54,None,315981,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_172,371716039388,ABCDE9477F,0,93270,Yes,0,285926,Self-Employed,33,Own,322865,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_595,260348844737,ABCDE3897F,0,22057,Yes,0,223679,Employed,42,Own,349104,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_344,312125867414,ABCDE6335F,5,98472,No,1,129523,Employed,74,Own,141771,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_424,882519865185,ABCDE5722F,0,53783,Yes,0,261243,Unemployed,50,Own,325910,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_184,118458145973,ABCDE5912F,4,68710,Yes,1,174082,Unemployed,74,Own,342565,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_561,173286830016,ABCDE3544F,3,64898,Yes,2,293222,Employed,39,Rent,196401,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_499,136096159701,ABCDE5267F,0,72816,Yes,1,64866,Employed,35,Rent,113253,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_295,656738595158,ABCDE9605F,5,70792,No,2,215642,Employed,69,Own,173992,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_810,177079031732,ABCDE6283F,3,9472,Yes,2,228630,Employed,64,Rent,327287,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_992,426910945075,ABCDE7131F,1,94422,No,2,68386,Employed,64,Rent,100471,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_736,569292972165,ABCDE6766F,3,57342,No,2,83944,Employed,26,Rent,123787,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_193,325184660704,ABCDE8687F,0,90661,No,2,111797,Employed,40,Rent,95557,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_789,299195989911,ABCDE4117F,2,33058,No,0,207056,Employed,27,None,149966,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_281,242764424914,ABCDE9142F,5,23561,Yes,0,56799,Employed,19,Own,124305,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_938,304276334617,ABCDE4019F,2,56665,No,0,33450,Unemployed,19,Rent,44469,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_395,767425342911,ABCDE1155F,5,65787,Yes,1,262060,Self-Employed,75,Own,142054,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_252,360382682423,ABCDE2276F,5,89005,Yes,0,130151,Unemployed,19,Rent,93846,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_112,959588753294,ABCDE6297F,2,44762,Yes,1,44792,Employed,21,Rent,92061,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_326,988706548925,ABCDE9624F,2,46891,Yes,2,261256,Self-Employed,60,None,166078,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_868,751414301898,ABCDE8267F,3,7710,Yes,1,215225,Unemployed,28,Rent,173970,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_295,361581317960,ABCDE5425F,5,80093,Yes,1,164438,Unemployed,53,Rent,198850,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_482,296283499910,ABCDE1152F,1,50636,Yes,1,167148,Self-Employed,62,Rent,235994,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_436,754423064713,ABCDE1784F,2,82742,No,1,109422,Unemployed,62,Own,93858,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_254,534742318564,ABCDE7037F,3,20070,No,2,103260,Unemployed,29,Rent,60195,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_763,782403707928,ABCDE9952F,5,57815,Yes,0,34818,Employed,42,Rent,124795,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_700,773160678540,ABCDE3367F,3,6100,No,1,249193,Employed,75,Own,237858,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_372,298215507345,ABCDE4472F,3,48601,Yes,2,240086,Unemployed,29,None,275325,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_384,358430803862,ABCDE1871F,3,19535,No,2,61582,Employed,71,Own,129009,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_509,847698257887,ABCDE8616F,4,77260,No,0,69946,Employed,62,None,50170,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_221,699362733088,ABCDE4242F,3,91331,No,2,186889,Self-Employed,34,None,316960,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_785,942867179886,ABCDE2165F,3,37584,Yes,1,280953,Employed,50,None,150778,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_229,356349781210,ABCDE8859F,5,49485,No,2,33736,Self-Employed,34,Rent,58569,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_662,500570849511,ABCDE6593F,2,59807,No,2,112755,Employed,68,Own,118033,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_888,193083634038,ABCDE4880F,4,45984,No,2,190290,Employed,72,Own,130244,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_658,671297599275,ABCDE1772F,4,66894,No,0,34491,Employed,32,None,43056,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_776,704552656925,ABCDE2442F,5,46675,Yes,1,30460,Self-Employed,20,None,98339,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_777,914561505730,ABCDE7449F,4,51898,No,1,144735,Employed,56,Own,35659,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_922,732963917582,ABCDE3536F,2,49034,Yes,2,256085,Self-Employed,23,Own,138506,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_494,296878903486,ABCDE2285F,4,26376,No,1,211985,Self-Employed,49,Own,133733,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_858,575639599185,ABCDE2399F,0,97069,No,2,151997,Self-Employed,43,Own,340468,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_452,685246501323,ABCDE5560F,5,34353,No,0,140173,Employed,41,None,124114,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_868,598610535146,ABCDE7566F,4,43263,Yes,0,271081,Unemployed,33,None,370190,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_47,918437891569,ABCDE7080F,4,71442,Yes,2,26813,Unemployed,44,None,115832,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_359,375140752355,ABCDE4509F,3,14352,No,0,242490,Employed,45,Own,273751,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_230,390371654704,ABCDE1817F,2,32914,No,0,298061,Employed,33,Own,379077,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_716,282787502619,ABCDE8764F,5,55060,No,1,262613,Self-Employed,57,Rent,132576,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_646,954658029098,ABCDE1534F,1,35054,No,0,124182,Employed,53,Rent,135920,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_968,237471991909,ABCDE2760F,5,66473,No,2,130265,Unemployed,68,None,59535,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_777,648841306635,ABCDE4253F,2,53879,No,2,156356,Unemployed,50,Rent,372243,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_659,356970941678,ABCDE9590F,2,83087,No,1,226239,Employed,48,Rent,213906,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_272,189736301984,ABCDE6672F,0,78010,Yes,2,270514,Unemployed,34,Rent,109257,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_643,448837994155,ABCDE1117F,0,32371,No,2,183874,Unemployed,47,Rent,184007,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_794,118759308642,ABCDE2544F,5,97302,No,2,182813,Employed,32,Rent,354372,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_238,847404260339,ABCDE7541F,0,41445,Yes,1,178160,Unemployed,72,None,328643,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_348,842139757552,ABCDE4140F,0,13914,No,0,56628,Unemployed,54,None,110269,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_624,728141534516,ABCDE8376F,0,49308,Yes,1,213929,Employed,25,Own,248200,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_113,282839574862,ABCDE5234F,0,45646,Yes,2,269160,Employed,56,Rent,129977,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_675,927481521041,ABCDE1657F,4,43258,Yes,0,158524,Employed,74,None,161657,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_695,221211966115,ABCDE2150F,2,43494,No,1,34234,Employed,70,None,92225,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_786,923491453121,ABCDE4242F,1,41052,Yes,1,224471,Employed,30,Own,156533,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_20,188331310396,ABCDE8593F,0,79025,No,2,146237,Unemployed,38,Own,91408,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_749,953120932944,ABCDE3796F,1,92200,Yes,1,35797,Employed,37,Own,137563,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_641,341963193243,ABCDE5251F,4,71834,Yes,0,267532,Employed,32,Own,261441,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_325,502543978860,ABCDE9463F,1,75744,No,0,242097,Employed,67,None,306003,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_669,435682604962,ABCDE9439F,5,49541,Yes,0,218954,Employed,60,Rent,361013,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_567,634071570218,ABCDE8454F,5,28664,Yes,1,295794,Unemployed,42,Rent,228765,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_470,967343946420,ABCDE5181F,3,93284,No,1,95456,Self-Employed,26,Rent,146729,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_708,184694016777,ABCDE2383F,2,40224,No,0,246327,Employed,51,Own,373154,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_593,867876360514,ABCDE9764F,3,17268,No,0,89758,Unemployed,57,Own,45483,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_83,505346202981,ABCDE9018F,0,39625,No,2,37691,Self-Employed,19,Own,104022,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_931,279279956006,ABCDE4966F,5,97952,Yes,1,278857,Employed,61,Rent,238959,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_751,765372202949,ABCDE2998F,4,32431,No,0,104665,Employed,28,Own,90125,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_71,885508402153,ABCDE8097F,2,39697,Yes,0,255165,Employed,70,Own,382937,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_102,799387275323,ABCDE6716F,4,69483,Yes,0,247380,Unemployed,60,Own,292898,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_37,194681964546,ABCDE8734F,2,80436,No,0,135430,Self-Employed,63,None,139540,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_856,531938191276,ABCDE1483F,4,80753,Yes,1,40629,Employed,49,Rent,43667,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_607,137054566483,ABCDE9082F,1,13938,No,0,200866,Employed,50,Rent,269791,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_29,528899307176,ABCDE5943F,2,24162,No,0,196990,Employed,74,None,289496,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_663,772682213094,ABCDE6805F,1,38301,Yes,2,50722,Self-Employed,52,Rent,94517,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_776,316241043410,ABCDE8705F,2,85949,No,0,256212,Employed,22,Own,320376,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_645,286285568120,ABCDE6590F,1,33054,Yes,0,177176,Self-Employed,37,None,119270,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_301,521109681741,ABCDE6408F,2,39604,No,1,67919,Self-Employed,66,Own,136868,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
