Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status,ELIGIBILITY CRITERIA
Person_960,338496000000.0,ABCDE1313F,0,11762,Yes,1,221570,Unemployed,66,Own,386597,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_926,226544000000.0,ABCDE8134F,0,95012,Yes,0,215561,Employed,46,,205482,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_159,616297000000.0,ABCDE1935F,5,97394,Yes,2,193226,Unemployed,26,Rent,380839,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_155,993468000000.0,ABCDE2687F,5,67607,No,1,187961,Self-Employed,38,,266633,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_495,234043000000.0,ABCDE9584F,4,91287,No,1,132601,Self-Employed,54,,115011,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_544,716906000000.0,ABCDE6353F,4,91658,Yes,0,270921,Employed,75,Own,225924,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_925,224100000000.0,ABCDE6776F,3,84337,Yes,1,72059,Employed,43,Rent,71372,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_424,651959000000.0,ABCDE8135F,3,41711,No,2,133349,Employed,46,,54227,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_962,874695000000.0,ABCDE6880F,3,34169,Yes,2,85046,Employed,41,Rent,131453,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_627,761406000000.0,ABCDE8213F,1,76659,No,0,285961,Employed,18,Own,344681,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_147,139132000000.0,ABCDE5382F,5,56448,No,2,210825,Unemployed,41,Rent,252657,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_438,322020000000.0,ABCDE9961F,5,8823,Yes,2,143513,Unemployed,60,Own,92199,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_340,636859000000.0,ABCDE6458F,2,30566,No,2,159414,Employed,40,Own,354825,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
Person_303,348110000000.0,ABCDE4699F,1,10823,No,0,137703,Employed,43,,124994,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_283,150304000000.0,ABCDE7961F,2,34727,No,1,167728,Employed,57,Rent,374023,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_651,272895000000.0,ABCDE8513F,0,43723,No,2,173022,Unemployed,53,Own,204008,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_353,168407000000.0,ABCDE4722F,4,81113,No,1,142144,Employed,36,Rent,103752,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_396,397890000000.0,ABCDE9382F,3,98302,No,2,232707,Employed,63,,272791,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_390,507309000000.0,ABCDE3053F,4,8792,Yes,1,177639,Employed,66,Own,157184,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_568,172040000000.0,ABCDE6235F,4,47614,Yes,0,89219,Employed,27,Rent,131633,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_869,464401000000.0,ABCDE5704F,0,99433,No,1,185074,Employed,19,Own,276484,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_233,399736000000.0,ABCDE7111F,2,29553,No,2,256006,Employed,38,Own,141515,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_301,521110000000.0,ABCDE6408F,2,39604,No,1,67919,Self-Employed,66,Own,136868,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_199,143493000000.0,ABCDE9193F,4,68467,No,2,32677,Self-Employed,67,,43646,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_198,131673000000.0,ABCDE2102F,5,59491,Yes,1,263963,Employed,38,,187189,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_771,410758000000.0,ABCDE7800F,0,48325,No,0,50824,Unemployed,22,,58839,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_814,394824000000.0,ABCDE5742F,0,60310,Yes,0,128239,Employed,56,Rent,71996,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_938,304276000000.0,ABCDE4019F,2,56665,No,0,33450,Unemployed,19,Rent,44469,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_826,906300000000.0,ABCDE9361F,5,12285,Yes,1,126504,Employed,75,,105059,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_10,967690000000.0,ABCDE8475F,4,35236,Yes,2,109485,Unemployed,48,,34235,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_973,842012000000.0,ABCDE5762F,2,36960,No,1,84028,Unemployed,27,Rent,75440,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_10,833723000000.0,ABCDE7995F,2,28751,Yes,0,210606,Employed,57,Rent,165969,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
Person_208,678525000000.0,ABCDE8339F,1,6715,No,2,113692,Employed,38,Rent,108383,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_199,945339000000.0,ABCDE7716F,0,79203,Yes,2,30323,Unemployed,63,,40690,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_147,367615000000.0,ABCDE5218F,5,75817,Yes,0,53318,Employed,49,,129062,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_418,592193000000.0,ABCDE5463F,0,40516,Yes,1,70283,Unemployed,53,Rent,30733,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_949,430241000000.0,ABCDE5540F,4,94415,Yes,1,97353,Employed,38,,70082,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_856,531938000000.0,ABCDE1483F,4,80753,Yes,1,40629,Employed,49,Rent,43667,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_873,821012000000.0,ABCDE5602F,1,7343,Yes,2,136736,Employed,51,Rent,133946,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_900,285381000000.0,ABCDE9578F,1,57383,No,1,70442,Unemployed,41,,26049,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_955,848961000000.0,ABCDE6484F,1,5049,No,0,272529,Self-Employed,27,Rent,201363,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_893,522753000000.0,ABCDE2518F,1,37236,Yes,0,150766,Employed,38,,178916,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_216,698153000000.0,ABCDE9072F,1,61080,No,0,136813,Employed,30,Own,117257,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_448,234155000000.0,ABCDE4163F,2,15393,Yes,0,77298,Unemployed,48,Own,74650,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_9,145800000000.0,ABCDE4496F,3,90875,Yes,1,243089,Employed,18,Rent,325685,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_886,857466000000.0,ABCDE3543F,2,31027,Yes,0,64055,Employed,57,Rent,42495,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_746,997823000000.0,ABCDE3648F,1,87840,Yes,1,267926,Self-Employed,73,Own,352067,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_613,950023000000.0,ABCDE6606F,1,12167,No,0,38306,Self-Employed,50,,134435,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_457,118548000000.0,ABCDE5854F,2,52147,Yes,2,265963,Self-Employed,32,,262568,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_82,344100000000.0,ABCDE8698F,0,79450,Yes,1,26883,Unemployed,31,Own,39576,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_338,383233000000.0,ABCDE8229F,4,15527,Yes,2,157276,Employed,68,Rent,162234,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_610,943120000000.0,ABCDE5420F,5,15094,Yes,2,190355,Employed,18,,354915,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_493,571986000000.0,ABCDE7590F,2,25183,No,2,118402,Employed,66,Rent,85697,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_976,158125000000.0,ABCDE7406F,2,10144,Yes,2,290724,Employed,70,Rent,169583,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_112,973472000000.0,ABCDE5004F,1,76406,Yes,2,210162,Employed,29,Own,196921,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_434,407993000000.0,ABCDE6116F,0,36978,Yes,0,60419,Employed,33,Own,131274,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_530,420306000000.0,ABCDE3903F,4,15290,Yes,0,212845,Self-Employed,32,,254626,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_721,994411000000.0,ABCDE9045F,4,86177,Yes,2,152342,Employed,37,Own,251920,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_227,223862000000.0,ABCDE1012F,1,5617,Yes,1,228703,Unemployed,53,,100139,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_334,232572000000.0,ABCDE1981F,3,98407,Yes,1,231647,Employed,62,Own,188245,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_157,780656000000.0,ABCDE6306F,2,25335,No,0,86306,Employed,61,,110412,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_326,988707000000.0,ABCDE9624F,2,46891,Yes,2,261256,Self-Employed,60,,166078,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_917,791637000000.0,ABCDE6937F,1,55727,Yes,1,26597,Employed,34,Own,139552,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_119,919081000000.0,ABCDE4145F,3,84023,No,0,216350,Employed,67,,138169,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
Person_992,426911000000.0,ABCDE7131F,1,94422,No,2,68386,Employed,64,Rent,100471,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_266,807531000000.0,ABCDE6161F,3,57633,Yes,0,228669,Employed,22,Rent,372863,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_776,704553000000.0,ABCDE2442F,5,46675,Yes,1,30460,Self-Employed,20,,98339,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_969,987654000000.0,ABCDE2517F,4,6796,Yes,2,237682,Self-Employed,45,Own,295071,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_811,330333000000.0,ABCDE4267F,5,37723,No,1,169808,Employed,42,Rent,320262,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_868,598611000000.0,ABCDE7566F,4,43263,Yes,0,271081,Unemployed,33,,370190,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_599,359231000000.0,ABCDE5758F,2,79002,No,0,146387,Employed,63,Rent,78384,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_396,763785000000.0,ABCDE1467F,3,24188,No,0,129090,Employed,62,Own,84162,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_549,167268000000.0,ABCDE3924F,0,78035,No,1,221165,Employed,65,,300136,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
Person_888,193084000000.0,ABCDE4880F,4,45984,No,2,190290,Employed,72,Own,130244,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_712,837872000000.0,ABCDE2902F,3,76804,No,0,158769,Self-Employed,67,Rent,178550,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_196,196820000000.0,ABCDE6696F,1,64216,No,0,59602,Employed,19,Rent,49763,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_482,296283000000.0,ABCDE1152F,1,50636,Yes,1,167148,Self-Employed,62,Rent,235994,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_624,619386000000.0,ABCDE8563F,3,40056,No,2,68353,Employed,42,Own,121139,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_390,536495000000.0,ABCDE9892F,2,47454,Yes,1,57760,Employed,24,Own,70461,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_314,436511000000.0,ABCDE9076F,4,86072,No,2,225009,Employed,49,Own,290258,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_25,571781000000.0,ABCDE5475F,2,95425,Yes,1,50424,Employed,27,Own,98805,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_957,851515000000.0,ABCDE1390F,3,13705,No,2,222220,Employed,73,,384318,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_693,602291000000.0,ABCDE6947F,5,89307,No,1,118874,Unemployed,34,Own,120779,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_511,143583000000.0,ABCDE6232F,0,8544,No,1,117065,Self-Employed,57,Own,127660,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_521,426223000000.0,ABCDE3302F,1,86775,Yes,0,37041,Employed,65,Own,40927,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_295,361581000000.0,ABCDE5425F,5,80093,Yes,1,164438,Unemployed,53,Rent,198850,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_12,927951000000.0,ABCDE2513F,2,65976,No,1,81444,Employed,39,,30285,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_964,614677000000.0,ABCDE4266F,1,31450,No,0,72430,Employed,54,Own,106407,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_897,288901000000.0,ABCDE6127F,1,39666,Yes,0,234109,Employed,70,,121804,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_920,422161000000.0,ABCDE5561F,5,63273,Yes,0,31299,Employed,63,Rent,127766,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_864,585755000000.0,ABCDE4380F,2,57972,No,0,46818,Employed,66,,31617,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_305,896113000000.0,ABCDE3208F,5,77285,Yes,2,281596,Unemployed,72,,323662,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_293,206051000000.0,ABCDE6005F,0,29271,No,1,29350,Unemployed,65,Rent,64628,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_157,273670000000.0,ABCDE9732F,2,85277,Yes,2,265098,Employed,18,Own,240843,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_756,560658000000.0,ABCDE7571F,2,36386,No,0,294931,Self-Employed,52,Rent,252791,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_75,613031000000.0,ABCDE8084F,1,24070,Yes,2,28143,Employed,26,Own,56829,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_597,897086000000.0,ABCDE6273F,0,82273,No,0,156675,Unemployed,54,,278099,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_422,779136000000.0,ABCDE4848F,0,5651,No,2,277287,Employed,36,Own,169097,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
Person_47,425458000000.0,ABCDE2065F,3,76469,No,0,271021,Self-Employed,19,,260314,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_802,930563000000.0,ABCDE3106F,2,34398,No,1,231254,Employed,39,Own,203432,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_612,979287000000.0,ABCDE7141F,1,72816,No,2,267559,Unemployed,33,Own,221956,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_611,682164000000.0,ABCDE4809F,3,66417,No,0,177590,Self-Employed,23,,309021,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_269,239676000000.0,ABCDE4932F,0,94344,No,2,47239,Employed,65,,42881,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_499,136096000000.0,ABCDE5267F,0,72816,Yes,1,64866,Employed,35,Rent,113253,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_476,828952000000.0,ABCDE3088F,3,38570,Yes,2,186739,Self-Employed,24,,104054,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_884,151218000000.0,ABCDE5993F,5,97030,Yes,0,183786,Employed,51,Rent,254942,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_663,772682000000.0,ABCDE6805F,1,38301,Yes,2,50722,Self-Employed,52,Rent,94517,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_428,998908000000.0,ABCDE3026F,3,50330,Yes,2,184372,Employed,55,Own,201579,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
Person_146,127440000000.0,ABCDE1201F,0,59602,No,0,177051,Employed,40,Rent,102316,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_208,364330000000.0,ABCDE8220F,5,67603,Yes,0,25956,Unemployed,59,Rent,82852,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_539,776889000000.0,ABCDE2381F,3,62120,No,1,145100,Self-Employed,55,Rent,129604,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_169,366526000000.0,ABCDE6212F,3,28761,Yes,1,147777,Employed,56,Own,123194,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_680,930302000000.0,ABCDE6473F,3,84139,No,2,123415,Employed,41,,35349,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_446,886645000000.0,ABCDE5294F,0,27436,No,0,298585,Employed,18,Own,183296,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_271,988364000000.0,ABCDE6072F,4,91507,Yes,1,184967,Unemployed,73,Own,235036,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_665,713189000000.0,ABCDE3895F,1,71062,Yes,0,246015,Employed,37,Rent,197288,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_113,815737000000.0,ABCDE5264F,1,59096,No,2,186260,Employed,26,Rent,162244,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_976,477241000000.0,ABCDE5802F,5,36808,No,0,284115,Employed,68,Rent,130386,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_320,685297000000.0,ABCDE2264F,0,45507,Yes,1,69196,Employed,65,Own,118422,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_808,909566000000.0,ABCDE6004F,1,88497,Yes,1,78397,Employed,23,,146892,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_431,980085000000.0,ABCDE1194F,2,24120,Yes,1,272165,Employed,38,,326895,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_34,540673000000.0,ABCDE5519F,4,17346,Yes,0,199098,Employed,68,Rent,147737,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_651,247986000000.0,ABCDE6184F,0,74216,Yes,0,247272,Employed,49,Own,363798,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_401,530749000000.0,ABCDE3634F,3,16999,No,1,158238,Unemployed,18,Rent,140113,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_287,808258000000.0,ABCDE6428F,3,19933,Yes,2,245019,Self-Employed,26,Own,347887,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_375,615809000000.0,ABCDE2861F,0,25474,No,2,60097,Unemployed,47,Rent,80637,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_536,658971000000.0,ABCDE5484F,5,68426,No,1,97434,Employed,20,Rent,125994,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_10,687380000000.0,ABCDE5950F,0,76487,Yes,1,155461,Employed,22,Own,150679,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_596,924780000000.0,ABCDE7658F,4,45216,No,1,251596,Unemployed,55,Rent,373832,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_540,397602000000.0,ABCDE5715F,3,26199,Yes,0,157132,Employed,71,Rent,272150,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_640,222747000000.0,ABCDE9598F,0,20357,No,2,154186,Self-Employed,32,,375157,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_765,479923000000.0,ABCDE4481F,0,21743,Yes,2,54969,Employed,29,Rent,53082,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_2,861724000000.0,ABCDE7295F,2,22075,Yes,2,298702,Employed,41,Own,275082,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
