Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status,ELIGIBILITY CRITERIA
Person_892,2.95204E+11,ABCDE4211F,4,89817,Yes,2,188092,Unemployed,65,Own,210934,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_535,1.73252E+11,ABCDE9700F,1,13020,Yes,0,253022,Self-Employed,71,Rent,367480,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_572,2.82037E+11,ABCDE1939F,5,46544,Yes,0,184347,Employed,51,Rent,322913,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_431,2.50048E+11,ABCDE2191F,3,83558,Yes,2,64610,Employed,72,No Property,25105,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_383,1.52097E+11,ABCDE1230F,0,84787,No,1,160719,Unemployed,52,Rent,366759,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_100,8.48407E+11,ABCDE1427F,1,21438,No,2,202687,Unemployed,52,No Property,163093,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_530,9.05179E+11,ABCDE5343F,4,51746,No,2,104762,Employed,46,Rent,138990,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_306,6.60805E+11,ABCDE6634F,4,72411,No,1,262515,Unemployed,30,Own,323387,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_369,8.35745E+11,ABCDE8680F,3,85851,Yes,2,218617,Self-Employed,60,Own,192140,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_395,7.04785E+11,ABCDE5957F,5,91531,Yes,0,106454,Employed,36,No Property,51981,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_606,5.04389E+11,ABCDE3193F,5,17752,No,1,186273,Employed,66,No Property,241737,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_145,1.53428E+11,ABCDE4587F,0,64798,Yes,0,39007,Self-Employed,49,Rent,41018,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_286,4.55795E+11,ABCDE3381F,4,62028,No,1,166138,Employed,54,No Property,267737,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_600,7.29879E+11,ABCDE3308F,3,84298,No,1,272762,Employed,40,No Property,245570,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_541,3.08284E+11,ABCDE6306F,3,54895,No,0,155642,Employed,73,No Property,336548,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_240,5.36529E+11,ABCDE7252F,0,92602,Yes,1,228130,Employed,28,No Property,257970,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_968,8.35889E+11,ABCDE4785F,5,72677,No,2,134789,Self-Employed,27,Rent,63134,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_455,7.44616E+11,ABCDE2443F,2,64037,Yes,0,291695,Self-Employed,73,No Property,168801,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_926,3.31401E+11,ABCDE5942F,4,79547,Yes,0,212867,Employed,34,Own,125773,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_198,9.18725E+11,ABCDE1771F,5,83922,No,0,201829,Employed,33,Rent,265374,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_32,5.17608E+11,ABCDE2664F,3,39211,No,0,276228,Employed,64,No Property,198529,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_268,8.94548E+11,ABCDE3675F,2,5401,Yes,0,153674,Employed,71,Own,314734,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_18,9.52927E+11,ABCDE3523F,1,96360,No,1,193445,Employed,61,Rent,204008,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_558,8.70468E+11,ABCDE8976F,1,95900,No,0,227743,Self-Employed,71,Rent,347824,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
Person_179,2.08813E+11,ABCDE6055F,5,85890,No,1,68104,Employed,71,Rent,86725,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_744,5.34974E+11,ABCDE4275F,5,60275,Yes,0,88657,Unemployed,69,No Property,86215,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_41,5.1678E+11,ABCDE9773F,5,28347,Yes,0,38439,Employed,40,Own,133717,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_638,1.66851E+11,ABCDE4730F,3,91064,No,1,253605,Employed,69,Own,212025,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_553,4.84203E+11,ABCDE7781F,2,51367,Yes,1,219546,Employed,22,Rent,364018,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_884,1.61476E+11,ABCDE6930F,4,92394,Yes,1,124588,Self-Employed,45,No Property,66554,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_223,5.37402E+11,ABCDE5157F,3,19928,Yes,1,284461,Self-Employed,42,Rent,294233,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_808,4.66835E+11,ABCDE8661F,0,16033,Yes,2,287835,Self-Employed,29,Own,390924,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_660,1.90803E+11,ABCDE8438F,4,10740,No,2,127877,Employed,64,No Property,116717,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_595,6.1354E+11,ABCDE2570F,5,35278,Yes,1,94018,Employed,49,Rent,46198,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_36,2.48377E+11,ABCDE2532F,4,18160,No,0,289459,Unemployed,73,Rent,318951,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_10,8.77276E+11,ABCDE3212F,5,30806,Yes,2,196276,Unemployed,61,No Property,358997,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_307,7.66498E+11,ABCDE8024F,1,22803,Yes,2,151319,Unemployed,24,Own,391976,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_244,3.71979E+11,ABCDE4072F,2,22704,Yes,0,273736,Employed,70,No Property,164820,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_391,8.13012E+11,ABCDE5807F,2,42133,No,1,277734,Employed,44,No Property,313267,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_682,4.55395E+11,ABCDE8523F,4,64835,No,1,236164,Self-Employed,67,No Property,264422,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_84,6.47563E+11,ABCDE2154F,4,51620,No,1,29076,Unemployed,26,Own,48318,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_880,6.78746E+11,ABCDE2677F,1,54408,No,1,100596,Employed,31,Own,60424,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_119,2.99596E+11,ABCDE1860F,5,9738,Yes,0,286118,Employed,48,No Property,225488,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_635,8.03043E+11,ABCDE2335F,0,72466,No,2,178099,Unemployed,70,No Property,148788,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_628,9.10143E+11,ABCDE8693F,1,45422,Yes,0,151625,Unemployed,72,No Property,187843,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_848,9.65284E+11,ABCDE9542F,2,22614,Yes,0,45052,Unemployed,37,Rent,91534,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_358,8.75196E+11,ABCDE8862F,1,68254,No,2,55840,Employed,42,No Property,111024,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_716,5.63584E+11,ABCDE8398F,2,96608,No,2,295507,Employed,48,Rent,129199,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_358,8.88911E+11,ABCDE5827F,1,51212,No,1,160432,Employed,54,No Property,181959,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_754,1.31819E+11,ABCDE6486F,3,23997,Yes,1,192785,Unemployed,51,Rent,248649,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_104,4.55252E+11,ABCDE6864F,5,44681,Yes,2,277727,Employed,70,Own,211771,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_867,2.48056E+11,ABCDE8331F,2,84033,No,1,118774,Employed,52,Own,124882,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_968,4.13395E+11,ABCDE3573F,5,64702,Yes,1,296106,Employed,28,No Property,352277,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_110,6.11923E+11,ABCDE4109F,3,41230,No,1,138207,Employed,61,Rent,81957,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_861,6.89884E+11,ABCDE2855F,1,47190,Yes,0,91895,Employed,54,Rent,64096,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_472,5.33041E+11,ABCDE7329F,3,9127,No,2,79742,Employed,23,Own,99556,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_932,5.83404E+11,ABCDE3034F,0,55205,Yes,1,272032,Self-Employed,26,Rent,169435,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_451,7.85857E+11,ABCDE7311F,0,95271,No,2,88440,Employed,46,No Property,73301,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_860,1.91534E+11,ABCDE8092F,4,15413,Yes,0,78372,Employed,66,Own,141268,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_665,3.53678E+11,ABCDE6344F,2,15524,Yes,2,256145,Employed,58,No Property,347150,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_978,5.03239E+11,ABCDE9342F,5,39948,Yes,2,122197,Unemployed,39,Rent,24718,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_100,6.10412E+11,ABCDE6059F,5,17201,Yes,2,28665,Employed,55,Own,106681,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_125,2.66113E+11,ABCDE4980F,0,33629,Yes,0,197989,Employed,73,Own,108967,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_401,7.17406E+11,ABCDE8838F,2,16803,No,0,234281,Self-Employed,39,Rent,210027,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_470,3.23851E+11,ABCDE7513F,3,71772,Yes,1,191462,Employed,70,Rent,150822,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_778,6.22467E+11,ABCDE6108F,1,79236,No,2,230258,Self-Employed,69,No Property,160577,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_979,7.85866E+11,ABCDE5799F,4,85201,Yes,0,237706,Employed,32,No Property,277906,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_991,8.82841E+11,ABCDE1490F,4,56343,Yes,2,28673,Employed,28,No Property,91653,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_976,6.42552E+11,ABCDE8916F,3,55117,Yes,0,28572,Self-Employed,24,Own,84144,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_903,9.18266E+11,ABCDE7363F,5,29632,No,0,35086,Self-Employed,35,Own,24046,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_410,4.95209E+11,ABCDE6802F,3,9459,No,0,121847,Employed,18,Rent,22121,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_173,2.37775E+11,ABCDE6854F,2,27624,Yes,1,29534,Employed,43,Own,47293,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_35,5.51885E+11,ABCDE5523F,0,5368,No,1,245410,Employed,75,No Property,234368,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_413,2.8923E+11,ABCDE3638F,5,62507,No,0,51400,Employed,71,No Property,79813,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_491,2.23075E+11,ABCDE1243F,5,22722,No,0,266521,Employed,26,Own,165568,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_937,4.67611E+11,ABCDE9890F,0,99604,No,2,84686,Employed,18,Own,66604,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_252,1.82604E+11,ABCDE4073F,4,19194,Yes,1,263653,Employed,38,No Property,106816,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_230,6.45399E+11,ABCDE3106F,2,34655,No,0,35620,Employed,51,No Property,77960,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_80,9.42794E+11,ABCDE2614F,4,25527,Yes,0,142065,Employed,55,Own,116542,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_766,2.06941E+11,ABCDE8999F,1,69821,Yes,0,63618,Self-Employed,44,Own,103891,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_47,6.23805E+11,ABCDE6535F,2,30359,Yes,1,25337,Employed,44,Own,21569,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_845,3.82856E+11,ABCDE7072F,2,80609,Yes,2,148889,Self-Employed,63,Own,130083,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_768,6.16513E+11,ABCDE2244F,1,42336,No,2,177397,Employed,21,No Property,361544,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_122,8.50915E+11,ABCDE2279F,2,49696,No,2,62795,Self-Employed,38,No Property,75417,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_613,4.54255E+11,ABCDE9104F,5,51300,Yes,0,208954,Self-Employed,74,Rent,278613,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_309,6.08001E+11,ABCDE1642F,4,53708,No,2,112406,Employed,33,No Property,20543,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_55,4.14131E+11,ABCDE3325F,1,26267,No,1,38494,Unemployed,43,No Property,79889,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_334,2.96648E+11,ABCDE4406F,0,34124,Yes,1,128565,Employed,38,Rent,145477,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_97,6.43262E+11,ABCDE8687F,1,30234,No,2,28875,Employed,18,Own,71622,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_340,6.72933E+11,ABCDE7654F,2,54913,No,1,234116,Self-Employed,26,Rent,294662,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_248,3.82554E+11,ABCDE9268F,2,50316,Yes,0,189617,Employed,19,Rent,189100,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_772,5.73257E+11,ABCDE5267F,3,79311,No,2,92463,Self-Employed,37,Rent,26511,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_285,4.31648E+11,ABCDE1880F,1,19802,No,1,155463,Self-Employed,27,Own,259102,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_192,9.66142E+11,ABCDE4102F,0,29150,Yes,0,253834,Employed,62,Rent,248029,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_833,9.48893E+11,ABCDE9035F,0,8806,Yes,2,291085,Unemployed,21,Own,337896,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_30,3.69888E+11,ABCDE9503F,1,32859,Yes,2,48127,Employed,31,Rent,44522,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_839,3.3517E+11,ABCDE9005F,5,45531,No,2,235451,Employed,64,Own,253554,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_46,6.18345E+11,ABCDE4508F,4,6990,No,2,268771,Employed,73,Own,368238,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
Person_513,6.10465E+11,ABCDE6882F,4,73451,No,1,122028,Employed,58,Rent,47152,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_770,2.74988E+11,ABCDE1219F,1,8444,No,2,78484,Employed,33,No Property,103280,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_727,7.79695E+11,ABCDE6989F,1,56989,No,0,127115,Self-Employed,34,Own,56676,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_415,7.54588E+11,ABCDE3172F,2,94275,No,0,235619,Employed,41,Rent,302664,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_799,7.29721E+11,ABCDE2679F,0,98007,No,0,89095,Employed,21,Own,125355,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_544,8.92629E+11,ABCDE5128F,4,58263,No,0,85261,Employed,48,Rent,119481,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_386,3.31784E+11,ABCDE6715F,0,74972,No,2,275206,Employed,52,Own,229208,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_696,7.30936E+11,ABCDE4659F,3,54472,Yes,2,117853,Unemployed,20,Own,98543,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_485,9.24112E+11,ABCDE1503F,5,50091,No,2,121143,Self-Employed,62,Own,36584,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_97,4.44224E+11,ABCDE9508F,0,54090,No,1,269193,Unemployed,44,Own,159110,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_415,8.66959E+11,ABCDE6198F,2,22100,Yes,2,82066,Self-Employed,57,Rent,35670,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_276,8.49908E+11,ABCDE1069F,5,82284,No,1,240232,Employed,33,No Property,325517,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_98,4.57811E+11,ABCDE7784F,5,33657,No,2,120858,Employed,19,No Property,36788,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_655,7.47355E+11,ABCDE3615F,4,99457,Yes,1,175506,Unemployed,58,No Property,341007,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_683,7.95897E+11,ABCDE4946F,0,20579,No,0,216283,Unemployed,37,No Property,321892,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_813,4.69431E+11,ABCDE4627F,3,62509,No,2,54048,Unemployed,33,Own,68871,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_975,1.49457E+11,ABCDE6591F,4,95278,Yes,0,96898,Employed,32,Own,131115,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_99,8.07506E+11,ABCDE1428F,0,79085,Yes,0,203084,Self-Employed,62,No Property,287245,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_441,3.70731E+11,ABCDE2328F,4,72861,No,0,136845,Employed,72,Own,99889,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_623,4.93676E+11,ABCDE8902F,0,57082,Yes,1,84488,Unemployed,69,Own,123019,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_388,6.91382E+11,ABCDE8814F,3,31078,No,1,129676,Employed,59,No Property,109313,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_413,2.3976E+11,ABCDE6639F,5,58571,Yes,2,58114,Self-Employed,42,Rent,92451,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_953,1.61039E+11,ABCDE8127F,0,7290,Yes,1,141886,Unemployed,60,No Property,126857,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_631,6.77395E+11,ABCDE7106F,1,13470,No,1,289705,Employed,64,Own,157638,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_963,8.26882E+11,ABCDE4335F,1,6155,Yes,2,137898,Employed,39,Rent,32199,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
