Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status
Person_669,135046596893,ABCDE2848F,1,86243,No,1,239876,Employed,48,Rent,148819,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_831,113292530836,ABCDE8860F,0,43085,Yes,0,174830,Unemployed,35,None,349893,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_504,502618295585,ABCDE2217F,3,45428,No,0,271985,Employed,39,Own,133392,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_223,814622805454,ABCDE1654F,3,9518,No,2,206756,Unemployed,31,None,138470,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_620,763163138282,ABCDE6189F,3,70006,No,0,131768,Employed,63,Rent,34402,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_34,515596246292,ABCDE7734F,4,38126,No,1,254408,Employed,60,Rent,107090,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_720,645952936865,ABCDE8218F,2,52171,No,0,227185,Unemployed,49,Rent,177439,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_109,982620814347,ABCDE9099F,1,93846,Yes,0,200081,Employed,25,Own,368511,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_82,954197235867,ABCDE5920F,4,43872,Yes,2,288692,Self-Employed,72,None,152191,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_398,309797733876,ABCDE6179F,0,79717,Yes,0,160142,Employed,55,Rent,369901,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_792,128407926268,ABCDE9825F,0,8979,Yes,1,235022,Employed,28,Rent,361794,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_764,762744151619,ABCDE4267F,2,19921,Yes,1,171285,Employed,28,Rent,176792,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_90,775763076005,ABCDE2610F,0,43367,No,2,187016,Unemployed,25,None,236458,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_275,151136224635,ABCDE2410F,5,22598,No,1,233001,Self-Employed,75,Own,388966,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_870,564998554936,ABCDE1365F,3,19880,No,0,235804,Self-Employed,23,Own,208453,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_603,647422822633,ABCDE5726F,2,60995,Yes,0,140769,Employed,25,Rent,103286,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_112,882171535219,ABCDE4427F,4,54938,Yes,2,224579,Employed,59,None,321812,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_731,722455240216,ABCDE3821F,3,99475,No,2,135848,Employed,60,None,111658,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_841,281726035863,ABCDE7761F,3,83304,Yes,2,42594,Unemployed,28,None,32083,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_897,173209875635,ABCDE3167F,5,32061,Yes,1,143479,Unemployed,52,Own,42957,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_181,863222051128,ABCDE8271F,1,56960,Yes,2,263969,Employed,24,Own,276000,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_826,852453201656,ABCDE8788F,1,33043,Yes,0,90553,Employed,71,Rent,46892,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_909,526085097493,ABCDE9840F,4,51810,No,2,225176,Employed,27,Own,395812,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_14,113574404674,ABCDE2391F,1,19325,Yes,1,229945,Unemployed,74,Own,319086,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_191,609622174205,ABCDE3445F,2,58195,Yes,1,93171,Unemployed,40,Own,71396,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_790,104605087392,ABCDE5542F,4,47900,No,2,71106,Unemployed,72,Rent,55585,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_678,861693591869,ABCDE7320F,4,96063,No,2,275256,Self-Employed,58,Own,287709,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_836,373608195293,ABCDE5318F,0,53284,Yes,1,214246,Self-Employed,67,Rent,344633,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_980,400564026961,ABCDE4831F,5,9682,No,0,61588,Employed,34,Own,102439,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_84,558160680104,ABCDE7682F,0,28989,No,2,108711,Self-Employed,29,None,78210,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_530,163812715491,ABCDE8157F,0,88389,No,0,116145,Employed,29,Own,68340,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_784,359179245765,ABCDE1913F,0,97436,No,1,83887,Employed,32,Rent,89418,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_268,637744928890,ABCDE7092F,3,52814,No,0,34083,Employed,20,None,76326,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_74,376471087828,ABCDE5420F,5,37795,No,1,61725,Employed,26,None,40751,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_318,210739917018,ABCDE5356F,2,5586,No,0,268135,Employed,36,Own,168774,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_557,722727940060,ABCDE6010F,0,46408,Yes,0,257292,Unemployed,18,Own,121171,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_463,102923364386,ABCDE6481F,4,40414,Yes,1,275712,Unemployed,37,Own,365246,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_20,855000263061,ABCDE2322F,2,32780,No,1,164859,Employed,68,Own,171728,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_773,555605962178,ABCDE3426F,0,90208,No,1,240442,Employed,32,None,266609,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_778,178167162339,ABCDE3815F,2,5832,Yes,1,206471,Employed,68,Rent,299247,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_509,216992240931,ABCDE6376F,0,63176,Yes,2,65156,Unemployed,27,Rent,56438,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_136,981243090119,ABCDE8760F,5,39367,Yes,0,244031,Unemployed,68,Own,193823,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_132,503055157378,ABCDE1464F,5,84705,Yes,1,239478,Self-Employed,52,None,124411,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_236,409178387434,ABCDE4282F,3,81985,Yes,0,147543,Employed,72,Rent,66401,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_722,591742668051,ABCDE7256F,5,98968,No,2,249260,Employed,67,None,208401,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_611,191149601370,ABCDE7602F,0,87720,Yes,1,84693,Unemployed,32,Rent,99894,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_475,756465977751,ABCDE7999F,4,57199,Yes,0,262987,Employed,67,Rent,151977,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_836,383716845167,ABCDE1582F,2,59003,Yes,0,268842,Employed,26,None,362106,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_743,484878845471,ABCDE9198F,2,71422,Yes,0,48677,Employed,41,Rent,89795,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_886,461755750876,ABCDE5486F,4,12184,No,2,164051,Employed,69,Rent,108086,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_886,646015254759,ABCDE8693F,3,95431,No,1,64173,Self-Employed,25,None,144120,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_908,478777109684,ABCDE2540F,5,11352,Yes,0,273370,Employed,58,None,337401,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_936,459386319414,ABCDE7663F,4,14474,No,0,237828,Unemployed,71,Own,230241,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_789,267789469824,ABCDE6595F,0,44471,Yes,0,76949,Self-Employed,36,Rent,142451,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_705,284890480101,ABCDE2557F,3,75195,No,2,137347,Unemployed,24,Own,112958,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_398,626012143826,ABCDE7962F,3,63960,No,0,278019,Self-Employed,32,Own,380356,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_877,577196497806,ABCDE6944F,1,8455,Yes,1,156765,Unemployed,50,Rent,227524,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_597,422738622867,ABCDE9541F,2,64834,Yes,0,127382,Employed,75,None,67328,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_646,580973943579,ABCDE4412F,1,21923,No,2,275998,Employed,52,Own,310535,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_638,286855690074,ABCDE1111F,3,38520,No,2,156541,Employed,60,Own,304141,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_866,878124447860,ABCDE6161F,3,85257,No,0,103826,Employed,47,Own,73609,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_629,802623711519,ABCDE3031F,5,78753,No,2,234362,Employed,52,Own,108481,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_888,140185242390,ABCDE7863F,0,11075,No,2,274509,Self-Employed,34,None,180801,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_557,591778906914,ABCDE6430F,1,74957,No,2,192478,Unemployed,59,Own,162232,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_508,968196661043,ABCDE2124F,4,36741,Yes,2,224490,Employed,37,None,346886,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_464,986930214193,ABCDE3279F,2,30328,Yes,0,64974,Employed,52,None,133015,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_631,486960231729,ABCDE1346F,3,62140,Yes,2,184970,Employed,23,None,263121,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_165,272940805439,ABCDE2625F,1,97405,Yes,2,240872,Employed,22,Own,272397,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_346,839172516917,ABCDE2102F,0,9992,No,0,71646,Self-Employed,64,Own,25421,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_603,198624423860,ABCDE7453F,0,54527,No,2,291974,Employed,35,Rent,354784,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_570,746310551298,ABCDE5266F,4,15603,No,1,298566,Employed,75,None,380676,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_104,718410082993,ABCDE4882F,4,27989,No,1,47874,Self-Employed,24,None,127951,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_622,781477967890,ABCDE3425F,3,79201,No,0,191665,Employed,37,Rent,305081,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_367,392590692858,ABCDE1659F,3,89508,No,0,52909,Employed,47,Own,120111,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_463,343075706305,ABCDE8705F,0,82751,Yes,0,38834,Self-Employed,51,Rent,50379,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_496,155756441539,ABCDE9474F,2,10895,No,0,101167,Employed,49,Rent,102991,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_420,422245060867,ABCDE2404F,4,73521,Yes,2,137152,Employed,52,Rent,125317,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_267,323248201940,ABCDE6798F,3,31884,Yes,0,202638,Employed,42,Own,214513,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_288,440540125069,ABCDE8515F,3,70155,Yes,0,109416,Employed,72,None,116215,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_717,512125228024,ABCDE7559F,2,42085,Yes,2,30406,Employed,37,None,124786,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_937,494840509910,ABCDE2283F,1,11211,No,1,293543,Employed,63,Own,241564,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_92,123248677195,ABCDE5634F,1,65903,Yes,2,284887,Employed,51,Own,148893,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_506,603907370049,ABCDE6158F,0,76369,Yes,0,226340,Employed,41,Own,274788,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_877,128264232748,ABCDE9391F,4,39559,Yes,2,263478,Employed,18,Own,330597,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_836,475410751764,ABCDE5783F,1,92384,Yes,1,118710,Unemployed,38,None,58876,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_272,368138288534,ABCDE5617F,0,27509,No,1,256402,Unemployed,54,Rent,371633,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_879,897550495964,ABCDE3023F,1,61303,No,2,146091,Employed,31,Own,33280,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_984,564082728224,ABCDE6549F,1,83986,No,1,234063,Employed,25,Rent,113501,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_790,376054407666,ABCDE3041F,5,10544,No,1,100941,Employed,67,Own,70129,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_722,266881808920,ABCDE4422F,1,99397,No,1,263129,Employed,56,Own,150373,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_538,499134593338,ABCDE8872F,4,88643,No,0,249039,Employed,49,Own,138085,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_908,409300277897,ABCDE1592F,2,18130,No,1,235511,Employed,50,Own,179325,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_283,751282227004,ABCDE6194F,4,54416,Yes,0,194955,Employed,41,None,285640,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_366,688510072694,ABCDE1601F,5,42270,Yes,2,113523,Unemployed,37,None,116271,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_696,311277472803,ABCDE5441F,2,53457,Yes,1,263092,Employed,55,None,212953,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_522,513784933502,ABCDE9172F,3,12543,Yes,1,233510,Employed,74,Own,311286,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_968,433467135953,ABCDE2730F,3,74453,No,0,195664,Employed,25,None,310971,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_889,985949578356,ABCDE4173F,3,69917,No,2,59302,Unemployed,61,Rent,20968,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_487,734991783044,ABCDE4943F,5,37272,No,2,233185,Unemployed,61,Own,312664,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_900,623871192746,ABCDE3437F,0,60884,Yes,0,249169,Unemployed,75,Rent,247014,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_296,813704680834,ABCDE5896F,1,90177,No,1,147458,Employed,46,Rent,47581,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_278,225779857716,ABCDE5059F,5,5678,No,0,54206,Self-Employed,62,Rent,68955,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_441,952043625598,ABCDE2236F,2,23458,No,0,122190,Unemployed,62,None,21078,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_581,291018839800,ABCDE4568F,3,7232,No,1,251565,Unemployed,27,None,201440,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_967,275607403897,ABCDE4340F,3,68193,Yes,0,246593,Employed,42,Own,127680,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_981,152624936090,ABCDE8092F,2,85836,No,1,202489,Employed,37,None,319251,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_29,693699660796,ABCDE7219F,2,11882,Yes,2,198369,Self-Employed,48,Rent,395580,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_273,732632370230,ABCDE7111F,3,81286,No,0,204189,Employed,38,Own,397333,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_671,145636072937,ABCDE7765F,5,71521,No,1,219365,Employed,51,Own,167608,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_362,780404222132,ABCDE1635F,0,66235,Yes,0,201861,Employed,45,Rent,107877,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_717,588236612924,ABCDE9622F,0,98922,Yes,0,45362,Unemployed,39,None,141309,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_283,966879646937,ABCDE5769F,4,98085,Yes,1,222613,Self-Employed,53,None,111510,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_976,458862413003,ABCDE6591F,1,26345,Yes,2,177901,Employed,47,Own,308298,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_418,219565545933,ABCDE7825F,4,69145,No,1,288292,Employed,26,Own,329625,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_428,952305085029,ABCDE8968F,2,47823,No,2,146755,Employed,21,Rent,61601,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_118,756171307832,ABCDE3607F,2,57534,Yes,2,226475,Employed,47,Own,231355,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_316,344451431275,ABCDE8830F,2,58231,No,2,264769,Employed,49,Rent,189743,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_490,705826806897,ABCDE1777F,1,23232,Yes,2,142308,Employed,53,Own,138696,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_12,952034444686,ABCDE6588F,0,90341,No,1,80626,Employed,42,Own,106753,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_807,166903696632,ABCDE9607F,0,55170,Yes,1,89103,Unemployed,53,Rent,111775,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_921,136951861672,ABCDE6669F,0,15488,No,0,29870,Self-Employed,34,None,118405,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_897,693268843084,ABCDE6425F,5,89055,No,0,154532,Employed,29,None,387049,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_95,597636883476,ABCDE4423F,2,10450,Yes,0,280011,Unemployed,29,None,220214,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_984,817093401108,ABCDE7414F,0,14229,No,0,218235,Self-Employed,45,Rent,166750,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_252,170298168951,ABCDE5816F,0,85808,Yes,0,212475,Employed,45,Own,159171,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_934,974680540571,ABCDE6138F,4,90467,Yes,1,106224,Employed,32,Own,45332,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_276,997755174621,ABCDE8908F,5,71661,Yes,1,93993,Self-Employed,74,None,132527,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_97,692203418369,ABCDE6401F,3,39780,No,0,167159,Employed,47,Rent,228980,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_615,560000949437,ABCDE9641F,2,78420,No,1,94783,Employed,56,Rent,31890,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_435,670990011603,ABCDE7065F,5,6108,No,1,275415,Employed,71,Own,301354,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_238,350961898054,ABCDE1107F,1,36041,Yes,1,154175,Self-Employed,74,Rent,384892,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_695,422128711648,ABCDE5130F,1,91562,No,0,205732,Employed,21,Rent,228053,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_235,272687350712,ABCDE4457F,1,25807,Yes,1,218624,Employed,24,Own,354164,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_256,812276988033,ABCDE4218F,4,6851,No,2,130694,Employed,46,None,77885,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_405,854090205896,ABCDE9512F,2,59158,No,0,69706,Employed,53,None,66222,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_392,411403195088,ABCDE2839F,5,53017,Yes,1,31029,Unemployed,53,Rent,84292,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_836,171607867263,ABCDE9298F,4,5691,No,0,214638,Self-Employed,18,Own,193187,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_536,399088084444,ABCDE4609F,2,35869,Yes,1,107500,Employed,44,None,105761,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_970,836397167761,ABCDE1009F,5,67938,Yes,2,260474,Employed,21,None,190987,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_761,457614797478,ABCDE2455F,0,12141,No,0,279313,Employed,54,Own,113905,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_699,552209903708,ABCDE1582F,1,31328,Yes,1,98833,Unemployed,41,None,136443,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_257,311060260491,ABCDE3367F,2,64773,No,0,262252,Employed,70,Own,366701,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_194,411526076447,ABCDE6245F,1,36820,Yes,1,180789,Self-Employed,53,None,394246,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_294,154026894313,ABCDE8423F,3,71715,No,0,110562,Employed,36,None,46011,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_733,316137391343,ABCDE1200F,2,69078,No,2,55463,Self-Employed,65,Rent,30496,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_793,382948896120,ABCDE1344F,4,80796,Yes,0,90416,Employed,22,Rent,101378,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_563,178056824013,ABCDE1605F,3,26622,Yes,2,72326,Employed,59,None,104443,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_690,445758073784,ABCDE6878F,5,15293,Yes,0,238109,Employed,49,Own,168009,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_486,621864580047,ABCDE9048F,5,71019,Yes,0,240774,Employed,26,None,225196,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_366,802940447893,ABCDE1853F,1,16296,No,2,91378,Employed,26,None,143085,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_51,736102272582,ABCDE7666F,4,29282,Yes,1,271524,Unemployed,55,Own,346833,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_118,510050495889,ABCDE8508F,2,82560,Yes,1,41505,Unemployed,22,Own,60346,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_20,741366724566,ABCDE6493F,4,66209,Yes,0,254869,Employed,60,None,226522,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_206,572612942947,ABCDE1742F,4,77485,Yes,2,140907,Unemployed,44,Own,37843,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_748,462162106729,ABCDE6644F,5,33161,No,1,51173,Employed,46,Rent,107644,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_295,153585754537,ABCDE8697F,0,6104,Yes,2,151850,Self-Employed,72,Rent,107114,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_539,787779844192,ABCDE3233F,1,35923,Yes,0,253415,Employed,71,Own,368725,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_521,291908449386,ABCDE4687F,3,19285,Yes,0,46682,Employed,31,None,31289,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_389,124906488687,ABCDE1525F,0,65336,No,0,37685,Unemployed,65,Own,65527,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_867,290747988668,ABCDE4599F,4,24999,No,0,88452,Self-Employed,49,Own,111293,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
