Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status
Person_431,250048282737,ABCDE2191F,3,83558,Yes,2,64610,Employed,72,No Property,25105,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_383,152097224421,ABCDE1230F,0,84787,No,1,160719,Unemployed,52,Rent,366759,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_100,848407004613,ABCDE1427F,1,21438,No,2,202687,Unemployed,52,No Property,163093,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_530,905178665426,ABCDE5343F,4,51746,No,2,104762,Employed,46,Rent,138990,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_306,660804820941,ABCDE6634F,4,72411,No,1,262515,Unemployed,30,Own,323387,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_369,835745492078,ABCDE8680F,3,85851,Yes,2,218617,Self-Employed,60,Own,192140,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_395,704785115998,ABCDE5957F,5,91531,Yes,0,106454,Employed,36,No Property,51981,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_606,504388960060,ABCDE3193F,5,17752,No,1,186273,Employed,66,No Property,241737,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_145,153427841550,ABCDE4587F,0,64798,Yes,0,39007,Self-Employed,49,Rent,41018,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_286,455794648778,ABCDE3381F,4,62028,No,1,166138,Employed,54,No Property,267737,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_600,729878678506,ABCDE3308F,3,84298,No,1,272762,Employed,40,No Property,245570,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_541,308284047261,ABCDE6306F,3,54895,No,0,155642,Employed,73,No Property,336548,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_240,536529357790,ABCDE7252F,0,92602,Yes,1,228130,Employed,28,No Property,257970,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_968,835889034509,ABCDE4785F,5,72677,No,2,134789,Self-Employed,27,Rent,63134,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_455,744615517952,ABCDE2443F,2,64037,Yes,0,291695,Self-Employed,73,No Property,168801,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_926,331400967843,ABCDE5942F,4,79547,Yes,0,212867,Employed,34,Own,125773,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_198,918724931256,ABCDE1771F,5,83922,No,0,201829,Employed,33,Rent,265374,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_32,517607983565,ABCDE2664F,3,39211,No,0,276228,Employed,64,No Property,198529,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_268,894548229588,ABCDE3675F,2,5401,Yes,0,153674,Employed,71,Own,314734,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_18,952927100737,ABCDE3523F,1,96360,No,1,193445,Employed,61,Rent,204008,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_558,870468176927,ABCDE8976F,1,95900,No,0,227743,Self-Employed,71,Rent,347824,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_179,208812523466,ABCDE6055F,5,85890,No,1,68104,Employed,71,Rent,86725,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_744,534974161466,ABCDE4275F,5,60275,Yes,0,88657,Unemployed,69,No Property,86215,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_41,516780134896,ABCDE9773F,5,28347,Yes,0,38439,Employed,40,Own,133717,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_638,166850935833,ABCDE4730F,3,91064,No,1,253605,Employed,69,Own,212025,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_553,484202747342,ABCDE7781F,2,51367,Yes,1,219546,Employed,22,Rent,364018,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_884,161476178797,ABCDE6930F,4,92394,Yes,1,124588,Self-Employed,45,No Property,66554,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_223,537402216344,ABCDE5157F,3,19928,Yes,1,284461,Self-Employed,42,Rent,294233,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_808,466835210438,ABCDE8661F,0,16033,Yes,2,287835,Self-Employed,29,Own,390924,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_660,190803114147,ABCDE8438F,4,10740,No,2,127877,Employed,64,No Property,116717,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_595,613540013909,ABCDE2570F,5,35278,Yes,1,94018,Employed,49,Rent,46198,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_36,248377386989,ABCDE2532F,4,18160,No,0,289459,Unemployed,73,Rent,318951,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_10,877275927467,ABCDE3212F,5,30806,Yes,2,196276,Unemployed,61,No Property,358997,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_307,766498017750,ABCDE8024F,1,22803,Yes,2,151319,Unemployed,24,Own,391976,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_244,371979449883,ABCDE4072F,2,22704,Yes,0,273736,Employed,70,No Property,164820,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_391,813012293229,ABCDE5807F,2,42133,No,1,277734,Employed,44,No Property,313267,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_682,455395427665,ABCDE8523F,4,64835,No,1,236164,Self-Employed,67,No Property,264422,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_84,647562822153,ABCDE2154F,4,51620,No,1,29076,Unemployed,26,Own,48318,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_880,678745862515,ABCDE2677F,1,54408,No,1,100596,Employed,31,Own,60424,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_119,299595710119,ABCDE1860F,5,9738,Yes,0,286118,Employed,48,No Property,225488,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_635,803043172931,ABCDE2335F,0,72466,No,2,178099,Unemployed,70,No Property,148788,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_628,910143077986,ABCDE8693F,1,45422,Yes,0,151625,Unemployed,72,No Property,187843,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_848,965284218243,ABCDE9542F,2,22614,Yes,0,45052,Unemployed,37,Rent,91534,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_358,875195588762,ABCDE8862F,1,68254,No,2,55840,Employed,42,No Property,111024,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_716,563583736947,ABCDE8398F,2,96608,No,2,295507,Employed,48,Rent,129199,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_358,888911256577,ABCDE5827F,1,51212,No,1,160432,Employed,54,No Property,181959,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_754,131818842056,ABCDE6486F,3,23997,Yes,1,192785,Unemployed,51,Rent,248649,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_104,455252305464,ABCDE6864F,5,44681,Yes,2,277727,Employed,70,Own,211771,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_867,248055849194,ABCDE8331F,2,84033,No,1,118774,Employed,52,Own,124882,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_968,413395082822,ABCDE3573F,5,64702,Yes,1,296106,Employed,28,No Property,352277,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_110,611922942413,ABCDE4109F,3,41230,No,1,138207,Employed,61,Rent,81957,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_861,689883865942,ABCDE2855F,1,47190,Yes,0,91895,Employed,54,Rent,64096,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_472,533040800367,ABCDE7329F,3,9127,No,2,79742,Employed,23,Own,99556,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_932,583404111281,ABCDE3034F,0,55205,Yes,1,272032,Self-Employed,26,Rent,169435,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_451,785856952462,ABCDE7311F,0,95271,No,2,88440,Employed,46,No Property,73301,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_860,191533606993,ABCDE8092F,4,15413,Yes,0,78372,Employed,66,Own,141268,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_665,353678412639,ABCDE6344F,2,15524,Yes,2,256145,Employed,58,No Property,347150,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_978,503239109968,ABCDE9342F,5,39948,Yes,2,122197,Unemployed,39,Rent,24718,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_100,610411716748,ABCDE6059F,5,17201,Yes,2,28665,Employed,55,Own,106681,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_125,266113003020,ABCDE4980F,0,33629,Yes,0,197989,Employed,73,Own,108967,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_401,717405909280,ABCDE8838F,2,16803,No,0,234281,Self-Employed,39,Rent,210027,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_470,323851332590,ABCDE7513F,3,71772,Yes,1,191462,Employed,70,Rent,150822,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_778,622467127134,ABCDE6108F,1,79236,No,2,230258,Self-Employed,69,No Property,160577,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_979,785866098245,ABCDE5799F,4,85201,Yes,0,237706,Employed,32,No Property,277906,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_991,882840806120,ABCDE1490F,4,56343,Yes,2,28673,Employed,28,No Property,91653,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_976,642551693382,ABCDE8916F,3,55117,Yes,0,28572,Self-Employed,24,Own,84144,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_903,918265955544,ABCDE7363F,5,29632,No,0,35086,Self-Employed,35,Own,24046,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_410,495209363492,ABCDE6802F,3,9459,No,0,121847,Employed,18,Rent,22121,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_173,237774923508,ABCDE6854F,2,27624,Yes,1,29534,Employed,43,Own,47293,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_35,551884656541,ABCDE5523F,0,5368,No,1,245410,Employed,75,No Property,234368,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_413,289229701294,ABCDE3638F,5,62507,No,0,51400,Employed,71,No Property,79813,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_491,223074887599,ABCDE1243F,5,22722,No,0,266521,Employed,26,Own,165568,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_937,467611475392,ABCDE9890F,0,99604,No,2,84686,Employed,18,Own,66604,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_252,182603970326,ABCDE4073F,4,19194,Yes,1,263653,Employed,38,No Property,106816,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_230,645398813217,ABCDE3106F,2,34655,No,0,35620,Employed,51,No Property,77960,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_80,942793688454,ABCDE2614F,4,25527,Yes,0,142065,Employed,55,Own,116542,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_766,206941472930,ABCDE8999F,1,69821,Yes,0,63618,Self-Employed,44,Own,103891,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_47,623805327364,ABCDE6535F,2,30359,Yes,1,25337,Employed,44,Own,21569,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_845,382855542141,ABCDE7072F,2,80609,Yes,2,148889,Self-Employed,63,Own,130083,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_768,616512854436,ABCDE2244F,1,42336,No,2,177397,Employed,21,No Property,361544,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_122,850914707229,ABCDE2279F,2,49696,No,2,62795,Self-Employed,38,No Property,75417,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_613,454255470832,ABCDE9104F,5,51300,Yes,0,208954,Self-Employed,74,Rent,278613,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_309,608001253736,ABCDE1642F,4,53708,No,2,112406,Employed,33,No Property,20543,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_55,414131023150,ABCDE3325F,1,26267,No,1,38494,Unemployed,43,No Property,79889,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_334,296648475386,ABCDE4406F,0,34124,Yes,1,128565,Employed,38,Rent,145477,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_97,643262443235,ABCDE8687F,1,30234,No,2,28875,Employed,18,Own,71622,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_340,672933058627,ABCDE7654F,2,54913,No,1,234116,Self-Employed,26,Rent,294662,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_248,382553722898,ABCDE9268F,2,50316,Yes,0,189617,Employed,19,Rent,189100,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_772,573256578977,ABCDE5267F,3,79311,No,2,92463,Self-Employed,37,Rent,26511,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_285,431647951391,ABCDE1880F,1,19802,No,1,155463,Self-Employed,27,Own,259102,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_192,966141882307,ABCDE4102F,0,29150,Yes,0,253834,Employed,62,Rent,248029,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_833,948892610114,ABCDE9035F,0,8806,Yes,2,291085,Unemployed,21,Own,337896,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_30,369887527385,ABCDE9503F,1,32859,Yes,2,48127,Employed,31,Rent,44522,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_839,335170259152,ABCDE9005F,5,45531,No,2,235451,Employed,64,Own,253554,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_46,618344504065,ABCDE4508F,4,6990,No,2,268771,Employed,73,Own,368238,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_513,610464900185,ABCDE6882F,4,73451,No,1,122028,Employed,58,Rent,47152,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_770,274988106819,ABCDE1219F,1,8444,No,2,78484,Employed,33,No Property,103280,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_727,779694876182,ABCDE6989F,1,56989,No,0,127115,Self-Employed,34,Own,56676,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_415,754587731981,ABCDE3172F,2,94275,No,0,235619,Employed,41,Rent,302664,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_799,729721044589,ABCDE2679F,0,98007,No,0,89095,Employed,21,Own,125355,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_544,892628704756,ABCDE5128F,4,58263,No,0,85261,Employed,48,Rent,119481,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_386,331784473302,ABCDE6715F,0,74972,No,2,275206,Employed,52,Own,229208,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_696,730935724886,ABCDE4659F,3,54472,Yes,2,117853,Unemployed,20,Own,98543,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_485,924112330600,ABCDE1503F,5,50091,No,2,121143,Self-Employed,62,Own,36584,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_97,444224408304,ABCDE9508F,0,54090,No,1,269193,Unemployed,44,Own,159110,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_415,866959183008,ABCDE6198F,2,22100,Yes,2,82066,Self-Employed,57,Rent,35670,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_276,849907739721,ABCDE1069F,5,82284,No,1,240232,Employed,33,No Property,325517,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_98,457811352983,ABCDE7784F,5,33657,No,2,120858,Employed,19,No Property,36788,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_655,747354648665,ABCDE3615F,4,99457,Yes,1,175506,Unemployed,58,No Property,341007,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_683,795896609839,ABCDE4946F,0,20579,No,0,216283,Unemployed,37,No Property,321892,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_813,469431221085,ABCDE4627F,3,62509,No,2,54048,Unemployed,33,Own,68871,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_975,149456604993,ABCDE6591F,4,95278,Yes,0,96898,Employed,32,Own,131115,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_99,807505821485,ABCDE1428F,0,79085,Yes,0,203084,Self-Employed,62,No Property,287245,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_441,370731430206,ABCDE2328F,4,72861,No,0,136845,Employed,72,Own,99889,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_623,493676443666,ABCDE8902F,0,57082,Yes,1,84488,Unemployed,69,Own,123019,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_388,691381652975,ABCDE8814F,3,31078,No,1,129676,Employed,59,No Property,109313,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_413,239759957491,ABCDE6639F,5,58571,Yes,2,58114,Self-Employed,42,Rent,92451,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_953,161038828264,ABCDE8127F,0,7290,Yes,1,141886,Unemployed,60,No Property,126857,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_631,677394594610,ABCDE7106F,1,13470,No,1,289705,Employed,64,Own,157638,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_963,826881734713,ABCDE4335F,1,6155,Yes,2,137898,Employed,39,Rent,32199,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_322,458924069314,ABCDE8687F,0,39100,Yes,2,172531,Employed,64,Rent,212144,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_767,263657009746,ABCDE2071F,0,43669,No,0,26934,Employed,35,Own,56272,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_210,761096701130,ABCDE3989F,5,47033,Yes,0,153611,Employed,31,Rent,330426,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_41,502634130010,ABCDE9747F,5,31169,No,1,269610,Employed,52,No Property,191057,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_798,633447878412,ABCDE1670F,1,17550,No,0,111702,Self-Employed,20,No Property,107425,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_730,522744736907,ABCDE3732F,1,59294,Yes,2,63211,Employed,58,Rent,129092,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_279,552607521050,ABCDE9789F,0,51927,Yes,0,84131,Unemployed,29,Own,76292,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_811,281027865474,ABCDE2064F,5,43863,Yes,0,176431,Employed,68,No Property,372595,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_526,882830787263,ABCDE5487F,1,75894,Yes,1,68294,Employed,41,Own,88340,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_912,319862389231,ABCDE1187F,4,60904,Yes,1,186881,Employed,69,Rent,350777,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_317,115065048845,ABCDE2984F,0,30874,Yes,2,182529,Employed,73,Rent,154290,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_654,383439506964,ABCDE6117F,1,98614,Yes,1,74683,Self-Employed,61,Own,104855,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_970,567870213143,ABCDE7901F,0,60534,No,2,115307,Self-Employed,33,Rent,95779,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
