Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status,ELIGIBILITY CRITERIA
Person_818,464536306340,ABCDE7623F,0,26699,No,0,192229,Employed,72,Own,134944,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_290,777901286779,ABCDE6255F,2,40501,Yes,0,105274,Self-Employed,50,Rent,106962,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_827,112327490938,ABCDE5734F,1,48549,Yes,1,123144,Unemployed,29,Own,99213,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_696,875906866704,ABCDE2870F,0,65571,No,0,185138,Unemployed,35,No Property,142040,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_741,888366091232,ABCDE1633F,4,13928,Yes,2,185262,Employed,64,Own,315169,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_317,728848107337,ABCDE3240F,0,64686,Yes,0,213774,Employed,69,No Property,271001,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_196,966634726661,ABCDE8871F,3,53933,No,1,139381,Unemployed,47,No Property,104288,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_442,928696573051,ABCDE3371F,4,24269,No,2,221053,Employed,47,Rent,101848,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_395,693104194359,ABCDE3289F,0,53820,Yes,2,197510,Unemployed,70,Own,168695,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_82,224450263886,ABCDE9450F,5,31372,Yes,1,188134,Employed,27,No Property,279330,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_599,325923093140,ABCDE5782F,1,82405,Yes,0,50140,Employed,55,Rent,133226,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_117,641306158165,ABCDE3085F,1,92853,No,2,224077,Unemployed,47,No Property,118729,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_87,849311336189,ABCDE9843F,1,46587,Yes,2,298192,Unemployed,41,Own,212943,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_705,838014047022,ABCDE1003F,4,70480,Yes,0,137282,Employed,36,No Property,77615,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_359,741751385237,ABCDE8226F,2,83747,Yes,0,178379,Unemployed,33,Own,282097,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_256,804309362746,ABCDE7245F,4,27685,No,0,28746,Employed,37,Rent,117927,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_528,280659270203,ABCDE1025F,5,48171,No,2,122169,Unemployed,50,Rent,72551,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_463,674230367557,ABCDE9528F,4,24660,Yes,1,93697,Unemployed,40,Rent,113790,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_243,487712362689,ABCDE7257F,0,74737,No,0,108670,Unemployed,44,Own,131395,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_335,452738171311,ABCDE5278F,2,90646,Yes,1,291303,Employed,64,Rent,155029,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_357,905314612711,ABCDE4664F,0,49670,Yes,1,39681,Employed,28,Own,74242,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_167,762865581778,ABCDE7130F,2,65302,No,0,269471,Employed,41,No Property,176327,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_740,707704663253,ABCDE6349F,4,9953,No,1,77920,Employed,26,Own,24141,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_617,671697987796,ABCDE8670F,0,66820,Yes,2,99856,Employed,73,No Property,32646,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_103,989463790986,ABCDE4828F,2,72547,No,1,294472,Employed,29,Rent,330091,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_537,612825918957,ABCDE3343F,0,45010,No,2,212313,Self-Employed,70,No Property,225972,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_846,328054910682,ABCDE4932F,5,15986,No,0,280980,Self-Employed,72,Rent,369805,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_727,365671386572,ABCDE2664F,2,53711,Yes,2,85021,Self-Employed,47,Own,71940,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_592,551797072169,ABCDE4496F,2,41942,Yes,2,53499,Unemployed,36,Own,102888,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_625,255193851471,ABCDE8007F,5,43608,Yes,1,256901,Unemployed,19,Own,261090,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_71,892975622497,ABCDE6038F,3,40051,No,0,146141,Employed,42,Rent,145167,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_341,826536864941,ABCDE4292F,5,65525,Yes,0,114011,Employed,56,No Property,28972,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_560,314325772502,ABCDE3312F,5,76945,No,0,237632,Employed,61,Own,171531,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_422,376500726187,ABCDE2200F,4,89150,Yes,1,259986,Employed,30,Rent,275047,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_747,348604212485,ABCDE5095F,1,51377,No,0,83186,Unemployed,39,Own,90997,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_416,140394561881,ABCDE5419F,2,17081,Yes,0,247911,Self-Employed,25,No Property,239210,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_919,528569043628,ABCDE7629F,1,56057,Yes,2,82278,Self-Employed,37,Rent,122727,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_611,299418064725,ABCDE2211F,0,43634,No,0,109329,Unemployed,48,No Property,76156,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_824,746902793446,ABCDE4382F,2,49690,No,1,69947,Employed,59,No Property,134576,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_810,124852226406,ABCDE4255F,1,69330,Yes,2,130418,Employed,21,No Property,80789,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_305,218196113312,ABCDE2929F,1,19323,No,2,152894,Self-Employed,68,Own,350613,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_620,616687270073,ABCDE3318F,3,51407,Yes,2,38002,Employed,57,Own,109514,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_908,624240619975,ABCDE7905F,3,82515,Yes,2,172031,Employed,20,No Property,303381,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_975,660162634257,ABCDE2502F,3,50339,No,1,148287,Unemployed,57,Own,37692,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_23,231008076839,ABCDE8488F,3,39457,Yes,1,242061,Self-Employed,69,Rent,107379,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_279,138016059529,ABCDE4463F,2,78667,No,0,140903,Employed,43,No Property,50711,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_409,705416180905,ABCDE1350F,5,33141,Yes,2,164176,Self-Employed,43,Own,181634,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_459,849675184715,ABCDE8896F,1,72480,Yes,2,133809,Employed,44,Own,76972,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_919,314410166044,ABCDE8643F,4,83491,Yes,1,167293,Employed,35,Own,177426,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_557,815649661107,ABCDE6603F,2,24905,Yes,1,134119,Employed,40,No Property,79416,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_802,454291406918,ABCDE4338F,0,47134,No,2,218370,Employed,27,Rent,365929,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_528,436295442730,ABCDE4599F,3,62535,No,0,182418,Employed,61,No Property,274431,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_899,125711803367,ABCDE1955F,4,33713,Yes,1,231238,Employed,37,Own,144400,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_665,108571803040,ABCDE6804F,1,39621,No,2,240697,Unemployed,66,Rent,248855,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_44,758398885200,ABCDE1877F,4,83419,Yes,0,120518,Unemployed,18,Rent,57778,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_671,168977723092,ABCDE6887F,5,58406,No,1,74671,Employed,26,Own,92386,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_867,363128143593,ABCDE6357F,0,20113,No,0,243964,Employed,47,Own,181529,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_32,213984210924,ABCDE6224F,1,59310,Yes,0,271456,Unemployed,48,Rent,385230,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_326,318614610570,ABCDE6672F,5,51646,No,0,208746,Employed,39,Rent,263306,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_366,174220020576,ABCDE3467F,1,54085,Yes,1,107375,Self-Employed,75,Rent,121996,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_615,972791532015,ABCDE6998F,4,79038,Yes,1,147530,Unemployed,37,Rent,142608,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_700,791872363041,ABCDE6233F,4,52451,Yes,1,272422,Employed,51,Rent,113105,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
Person_998,349543123810,ABCDE1155F,3,24563,No,0,247136,Employed,54,No Property,105952,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
Person_966,237376680260,ABCDE3195F,1,70100,Yes,1,89376,Employed,22,Rent,84228,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_748,140753415087,ABCDE7270F,0,74127,No,1,145132,Unemployed,51,No Property,149573,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_92,794426350133,ABCDE6183F,4,73864,No,0,283796,Self-Employed,31,No Property,275070,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_296,810185634763,ABCDE6892F,2,71029,No,1,297312,Self-Employed,20,Rent,298206,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_88,255204201520,ABCDE2691F,4,85916,No,0,289527,Unemployed,61,No Property,167835,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_748,274935186765,ABCDE6912F,1,32491,No,0,39011,Self-Employed,28,Own,58286,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_756,891613023586,ABCDE4038F,4,92123,No,1,166292,Unemployed,23,Rent,368699,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_618,437725139753,ABCDE4951F,5,85649,Yes,2,178817,Unemployed,59,Own,177188,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_467,962123642884,ABCDE5825F,4,39062,No,0,286026,Unemployed,62,Own,283396,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_150,691337605326,ABCDE8948F,5,33713,Yes,0,131108,Employed,74,Own,103046,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_576,371016321887,ABCDE2002F,4,93962,No,0,62187,Self-Employed,59,Rent,84099,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_441,114564858461,ABCDE5701F,0,69549,Yes,2,169235,Unemployed,31,Rent,395093,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_222,508388498647,ABCDE2487F,4,81196,No,1,218063,Employed,49,No Property,381874,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_380,594635437474,ABCDE9674F,2,5205,Yes,2,30006,Employed,26,No Property,78624,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_365,584738352399,ABCDE8976F,5,83378,No,0,170126,Employed,70,Rent,244055,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_636,310426960210,ABCDE2793F,2,8851,No,1,226974,Unemployed,57,No Property,320675,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_323,978983927284,ABCDE3312F,4,19053,No,1,94734,Self-Employed,50,No Property,63424,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_467,207862824639,ABCDE7809F,4,74312,Yes,1,108012,Employed,24,Own,34588,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_847,231944951904,ABCDE6270F,4,61761,No,1,51557,Employed,49,No Property,78497,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_7,278195373744,ABCDE6513F,1,44633,Yes,2,250283,Self-Employed,69,No Property,213795,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_575,273526050035,ABCDE1633F,2,11694,No,1,128068,Employed,53,Own,49519,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_878,489773324276,ABCDE5395F,1,36791,Yes,1,189113,Employed,48,Own,380760,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_558,964616014042,ABCDE8589F,5,81878,Yes,0,272521,Employed,40,Rent,270083,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_813,305450771543,ABCDE7195F,5,44780,No,0,33525,Employed,54,Rent,135685,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_635,490925893192,ABCDE3425F,2,47626,No,2,197655,Employed,25,Own,110432,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_746,642820290670,ABCDE6673F,5,39603,No,1,253966,Employed,25,No Property,170494,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_713,544933272229,ABCDE7105F,4,73080,No,1,143727,Unemployed,18,Own,28181,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_404,704702869174,ABCDE9395F,1,78189,Yes,0,72747,Self-Employed,43,Rent,144521,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_314,878065276770,ABCDE9508F,0,47566,Yes,0,64932,Employed,45,Own,127322,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_249,960686311787,ABCDE6803F,0,10968,Yes,1,213316,Employed,72,Rent,248650,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_883,210647595458,ABCDE2015F,1,14159,No,0,227714,Employed,25,No Property,202941,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_168,145959746673,ABCDE4290F,2,36249,No,0,197207,Unemployed,47,No Property,391942,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_333,377853041499,ABCDE4014F,3,42913,No,0,126180,Unemployed,61,No Property,61095,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_504,618148366408,ABCDE1708F,0,12312,Yes,0,87177,Employed,32,Own,80403,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_850,822433586827,ABCDE9366F,1,38643,No,0,41035,Unemployed,18,Rent,52319,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_33,409116516531,ABCDE9759F,4,64484,No,2,52848,Employed,67,No Property,128401,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_941,831968656820,ABCDE2613F,4,83052,No,0,252941,Employed,33,No Property,143581,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_899,779434623449,ABCDE4078F,5,5495,No,2,296025,Employed,59,Own,364460,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_305,959334650230,ABCDE4090F,3,50445,Yes,1,268275,Employed,56,Rent,373697,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_475,838650191352,ABCDE7875F,0,34079,No,0,128787,Employed,65,No Property,52166,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_545,468407615462,ABCDE1168F,4,36729,No,0,76851,Employed,32,Rent,36802,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_789,942086926363,ABCDE1557F,2,47072,Yes,0,155944,Self-Employed,74,Own,115438,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_451,369761027412,ABCDE7439F,5,93725,No,0,189022,Unemployed,36,Rent,254492,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_991,353658064556,ABCDE7173F,3,30149,No,1,86847,Employed,37,Own,97941,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_964,478399993320,ABCDE9586F,2,51277,No,1,65763,Employed,45,Own,56320,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_585,355327693406,ABCDE4066F,4,96000,No,1,93915,Unemployed,22,Rent,65271,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_297,882954055455,ABCDE6169F,5,38544,Yes,0,27592,Self-Employed,60,No Property,144247,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_442,337325604609,ABCDE6982F,3,27175,No,2,208684,Employed,57,Rent,234831,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_450,872128299844,ABCDE9644F,1,96473,Yes,2,220182,Employed,74,Own,364148,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_980,951784978829,ABCDE6449F,0,13435,No,1,63683,Employed,38,Own,39396,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_770,221578650666,ABCDE9077F,5,92809,Yes,0,52003,Self-Employed,47,No Property,45799,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_605,664074794143,ABCDE1965F,1,46651,No,0,161089,Self-Employed,43,Rent,102913,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_188,209990104580,ABCDE2278F,4,18874,Yes,2,182835,Employed,33,Own,307351,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_957,444740913155,ABCDE8369F,5,97386,Yes,0,196208,Self-Employed,74,Rent,121210,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_27,721494539728,ABCDE8595F,5,82051,No,2,137690,Employed,26,No Property,97681,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_730,938518680743,ABCDE7898F,1,44423,Yes,2,168584,Unemployed,52,Rent,194321,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_500,835387738769,ABCDE9398F,4,59252,Yes,2,211893,Employed,22,No Property,341757,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_776,895669096025,ABCDE1206F,4,35347,No,0,62334,Employed,30,Own,93451,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_668,269188885303,ABCDE3731F,3,80577,No,1,145838,Employed,56,Rent,41519,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_365,224691073755,ABCDE4216F,2,75907,Yes,2,152866,Employed,72,No Property,180640,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_594,597714584756,ABCDE5414F,5,82178,Yes,1,235697,Self-Employed,36,No Property,276540,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_992,759542328003,ABCDE8623F,4,74963,Yes,0,52145,Unemployed,43,Own,112253,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_779,476809047465,ABCDE5453F,3,74977,Yes,1,249518,Employed,34,Own,323238,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_410,699777666181,ABCDE7259F,2,52471,Yes,2,169315,Employed,74,No Property,189087,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_128,532952423684,ABCDE3165F,0,64558,Yes,1,263449,Employed,28,Rent,336224,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_962,309227759775,ABCDE1226F,4,75522,No,0,289583,Employed,53,No Property,184684,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_290,569068250415,ABCDE6827F,1,66571,Yes,2,155053,Employed,34,No Property,127328,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_227,967488501479,ABCDE6061F,1,76035,Yes,1,275165,Unemployed,43,Own,324293,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_38,300519499828,ABCDE5260F,1,33434,No,0,232565,Employed,19,No Property,138131,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_505,506646851732,ABCDE1676F,3,84799,No,2,248863,Employed,61,Own,140474,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_949,215633456370,ABCDE9900F,0,68130,Yes,0,256061,Employed,46,No Property,111430,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_154,358662361744,ABCDE6175F,5,10818,Yes,2,72163,Employed,33,Own,92353,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_612,721676518957,ABCDE5952F,2,30382,No,0,191779,Employed,71,Own,264142,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_703,209426740052,ABCDE5773F,4,89258,Yes,1,138862,Employed,56,No Property,100321,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_973,412138869169,ABCDE8650F,3,51221,No,1,67606,Unemployed,24,Rent,130902,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_573,252837143321,ABCDE3765F,0,45320,No,0,74413,Employed,43,Own,132084,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_213,213073656051,ABCDE5532F,0,95907,Yes,2,84773,Employed,67,Own,63621,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_753,188557389832,ABCDE4679F,1,68096,No,1,166285,Unemployed,63,Rent,146992,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_958,350924831232,ABCDE6857F,0,93826,Yes,0,175573,Self-Employed,56,Rent,310303,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_410,887492938548,ABCDE5168F,4,70693,No,0,100905,Unemployed,54,Rent,31407,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_426,744909510291,ABCDE4021F,2,99560,Yes,1,49993,Employed,26,Own,99821,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_778,299084018188,ABCDE4517F,3,90183,Yes,2,30962,Self-Employed,39,Rent,47385,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_852,425680860900,ABCDE2235F,4,49129,Yes,2,71422,Employed,44,Rent,59211,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_659,571998871108,ABCDE8487F,4,34501,No,1,80146,Unemployed,22,Rent,129017,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_247,913003091468,ABCDE7777F,3,69862,No,0,297830,Self-Employed,35,Own,227287,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_160,270722303890,ABCDE4889F,2,68030,No,2,297201,Employed,38,Rent,113393,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
